#=====================================================
# File created:        Tue-12-Mar-2024-at-12-51-30PM
# Size of lattice:     50x50
# Number of MC steps:  300
# Reduced temperature: 0.500
# Run time (s):        29.874804
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2453.4481  0.7666 
   00001    0.6932   -3756.2398  0.7534 
   00002    0.6104   -4466.8580  0.7530 
   00003    0.6004   -5037.0323  0.7576 
   00004    0.5548   -5495.0269  0.7530 
   00005    0.5452   -5873.6175  0.7617 
   00006    0.4996   -6156.6920  0.7613 
   00007    0.5188   -6391.9410  0.7639 
   00008    0.5012   -6555.7262  0.7679 
   00009    0.4888   -6726.0784  0.7742 
   00010    0.4776   -6888.6311  0.7785 
   00011    0.4808   -7010.2792  0.7812 
   00012    0.4724   -7048.7531  0.7868 
   00013    0.4640   -7132.7149  0.7898 
   00014    0.4660   -7219.8915  0.7865 
   00015    0.4612   -7301.3104  0.7932 
   00016    0.4544   -7370.7679  0.7866 
   00017    0.4548   -7416.3528  0.7926 
   00018    0.4548   -7502.3738  0.7883 
   00019    0.4752   -7555.7070  0.7924 
   00020    0.4656   -7590.0573  0.7924 
   00021    0.4500   -7619.2628  0.7949 
   00022    0.4472   -7702.4006  0.8048 
   00023    0.4312   -7738.2330  0.8060 
   00024    0.4308   -7779.9370  0.8119 
   00025    0.4512   -7797.4955  0.8082 
   00026    0.4448   -7806.0092  0.8081 
   00027    0.4380   -7859.8301  0.8122 
   00028    0.4260   -7913.9040  0.8104 
   00029    0.4364   -7957.5467  0.8058 
   00030    0.4408   -7945.9062  0.8145 
   00031    0.4340   -8004.9018  0.8170 
   00032    0.4296   -8006.3563  0.8213 
   00033    0.4252   -8010.6323  0.8270 
   00034    0.4312   -8059.6296  0.8239 
   00035    0.4220   -8072.4219  0.8282 
   00036    0.4136   -8064.3516  0.8243 
   00037    0.4424   -8035.6815  0.8237 
   00038    0.4216   -8060.3775  0.8360 
   00039    0.4260   -8079.6156  0.8342 
   00040    0.4140   -8075.4627  0.8267 
   00041    0.4116   -8105.4074  0.8276 
   00042    0.4164   -8080.1999  0.8252 
   00043    0.4288   -8078.8784  0.8181 
   00044    0.4136   -8066.3666  0.8133 
   00045    0.4368   -8067.3858  0.8115 
   00046    0.4256   -8102.1242  0.8078 
   00047    0.4296   -8125.0481  0.8087 
   00048    0.4444   -8170.9718  0.8034 
   00049    0.4132   -8166.2796  0.8018 
   00050    0.4204   -8230.8987  0.8020 
   00051    0.4228   -8279.8262  0.7994 
   00052    0.4232   -8293.9062  0.7965 
   00053    0.4228   -8293.8541  0.7945 
   00054    0.4128   -8281.8355  0.8040 
   00055    0.4176   -8251.6885  0.8078 
   00056    0.4348   -8263.3321  0.8124 
   00057    0.4348   -8235.5815  0.8144 
   00058    0.4088   -8245.6573  0.8198 
   00059    0.4292   -8312.8899  0.8091 
   00060    0.4184   -8303.0633  0.8131 
   00061    0.4256   -8267.4121  0.8115 
   00062    0.4272   -8236.0130  0.8120 
   00063    0.4160   -8251.4904  0.8108 
   00064    0.4116   -8278.3252  0.8047 
   00065    0.4192   -8249.5159  0.7991 
   00066    0.4400   -8265.1823  0.8041 
   00067    0.4384   -8202.8827  0.8051 
   00068    0.4184   -8232.5706  0.8023 
   00069    0.4288   -8263.5212  0.7970 
   00070    0.4024   -8328.9471  0.8033 
   00071    0.4300   -8276.1919  0.8029 
   00072    0.4124   -8272.2067  0.8065 
   00073    0.4336   -8277.1842  0.8047 
   00074    0.4160   -8303.7889  0.8074 
   00075    0.4300   -8300.5333  0.8092 
   00076    0.4180   -8274.2903  0.8046 
   00077    0.4268   -8292.1226  0.8072 
   00078    0.4388   -8265.4509  0.8040 
   00079    0.4108   -8337.8819  0.7981 
   00080    0.4188   -8333.3017  0.7977 
   00081    0.4132   -8368.7610  0.7942 
   00082    0.4260   -8333.3891  0.7949 
   00083    0.4124   -8317.0079  0.8000 
   00084    0.4048   -8343.5501  0.8000 
   00085    0.4052   -8328.7021  0.8003 
   00086    0.4000   -8341.2246  0.8016 
   00087    0.4168   -8342.1480  0.8052 
   00088    0.4128   -8342.1932  0.8057 
   00089    0.4036   -8384.1902  0.8104 
   00090    0.4072   -8359.3724  0.8074 
   00091    0.4088   -8372.9349  0.8088 
   00092    0.4016   -8391.0085  0.8136 
   00093    0.4148   -8383.5029  0.8138 
   00094    0.4220   -8397.1401  0.8207 
