#=====================================================
# File created:        Tue-12-Mar-2024-at-03-34-16PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.016299
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2514.9364  0.2621 
   00001    0.6552   -3633.1043  0.2508 
   00002    0.6240   -4409.9509  0.2575 
   00003    0.5832   -5105.3494  0.2740 
   00004    0.5684   -5524.0803  0.2839 
   00005    0.5284   -5897.1412  0.2842 
   00006    0.5312   -6114.5471  0.2829 
   00007    0.5188   -6305.7285  0.2861 
   00008    0.4844   -6492.0204  0.2845 
   00009    0.4932   -6623.3052  0.2735 
   00010    0.4860   -6829.9587  0.2766 
   00011    0.4744   -7038.9589  0.2731 
   00012    0.4732   -7122.9629  0.2638 
   00013    0.4628   -7195.8511  0.2672 
   00014    0.4740   -7340.9950  0.2649 
   00015    0.4792   -7357.8313  0.2712 
   00016    0.4580   -7413.0720  0.2742 
   00017    0.4432   -7450.1293  0.2724 
   00018    0.4316   -7447.1814  0.2754 
   00019    0.4548   -7531.2452  0.2774 
   00020    0.4536   -7601.8891  0.2799 
   00021    0.4436   -7614.8213  0.2863 
   00022    0.4464   -7598.5921  0.2890 
   00023    0.4408   -7677.4971  0.2852 
   00024    0.4344   -7707.4894  0.2885 
   00025    0.4452   -7657.6911  0.2838 
   00026    0.4360   -7626.7515  0.2849 
   00027    0.4780   -7718.2917  0.2877 
   00028    0.4416   -7770.1349  0.2941 
   00029    0.4464   -7799.3620  0.3035 
   00030    0.4364   -7789.7346  0.3062 
   00031    0.4352   -7852.2575  0.3115 
   00032    0.4372   -7857.8796  0.3225 
   00033    0.4380   -7868.1403  0.3234 
   00034    0.4140   -7899.5902  0.3289 
   00035    0.4360   -7903.5412  0.3301 
   00036    0.4348   -7901.6976  0.3325 
   00037    0.4344   -7894.2326  0.3333 
   00038    0.4440   -7919.0106  0.3361 
   00039    0.4432   -7886.6845  0.3421 
   00040    0.4444   -7918.9439  0.3503 
   00041    0.4332   -7906.7889  0.3508 
   00042    0.4420   -7916.5075  0.3518 
   00043    0.4332   -7955.5086  0.3587 
   00044    0.4116   -7990.2475  0.3530 
   00045    0.4272   -8081.3965  0.3498 
   00046    0.4060   -8067.5426  0.3479 
   00047    0.4320   -8035.5992  0.3570 
   00048    0.4356   -8034.6925  0.3618 
   00049    0.4360   -8055.4517  0.3655 
   00050    0.4220   -8043.2565  0.3712 
