#=====================================================
# File created:        Tue-12-Mar-2024-at-11-48-18AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 1.000
# Run time (s):        3.994227
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2456.1084  0.2773 
   00001    0.6972   -3764.6892  0.2775 
   00002    0.6368   -4336.6929  0.2879 
   00003    0.5748   -4650.5708  0.2901 
   00004    0.5780   -5022.8550  0.2939 
   00005    0.5520   -5141.3560  0.2998 
   00006    0.5248   -5214.9531  0.3001 
   00007    0.5240   -5354.6982  0.2968 
   00008    0.5204   -5454.2710  0.2893 
   00009    0.5308   -5422.1201  0.2836 
   00010    0.5256   -5524.1494  0.2978 
   00011    0.5096   -5620.0781  0.2880 
   00012    0.4952   -5632.4204  0.2916 
   00013    0.5288   -5552.0103  0.2826 
   00014    0.5120   -5617.3032  0.2918 
   00015    0.5060   -5660.3242  0.2967 
   00016    0.4908   -5610.3799  0.3073 
   00017    0.5148   -5604.2158  0.3092 
   00018    0.5024   -5764.1650  0.2945 
   00019    0.4924   -5820.3481  0.3059 
   00020    0.5104   -5914.6802  0.3007 
   00021    0.4988   -5877.1621  0.2979 
   00022    0.4948   -5940.7183  0.3066 
   00023    0.4972   -5963.7202  0.3056 
   00024    0.5116   -6054.6865  0.3104 
   00025    0.4900   -5936.4258  0.3084 
   00026    0.4884   -5953.9473  0.3043 
   00027    0.4876   -5805.7715  0.3021 
   00028    0.4844   -5793.7734  0.2922 
   00029    0.4936   -5756.7036  0.2946 
   00030    0.5148   -5738.3677  0.2950 
   00031    0.4976   -5935.5581  0.2960 
   00032    0.4988   -5898.8804  0.3031 
   00033    0.4940   -5855.4946  0.2942 
   00034    0.4844   -5903.4736  0.2951 
   00035    0.4904   -5964.1987  0.3035 
   00036    0.4928   -6131.4702  0.3138 
   00037    0.4756   -6123.3374  0.3207 
   00038    0.4744   -6169.3804  0.3124 
   00039    0.4800   -6107.4907  0.3151 
   00040    0.4868   -6026.7456  0.3106 
   00041    0.4776   -5948.7275  0.3049 
   00042    0.4928   -5927.7939  0.3103 
   00043    0.4924   -5935.7700  0.3092 
   00044    0.4844   -5862.3984  0.3000 
   00045    0.5024   -5750.3296  0.2990 
   00046    0.4888   -5765.6113  0.3080 
   00047    0.5124   -5815.3535  0.2972 
   00048    0.4964   -5896.3027  0.3060 
   00049    0.4752   -5972.2275  0.3056 
   00050    0.4740   -5923.7642  0.3196 
