#=====================================================
# File created:        Fri-08-Mar-2024-at-02-45-48PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.971974
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2614.1114  0.2761 
   00001    0.6532   -3328.5461  0.2823 
   00002    0.5908   -3875.5491  0.2778 
   00003    0.5500   -4251.0024  0.2772 
   00004    0.5156   -4504.1548  0.2687 
   00005    0.5116   -4768.4277  0.2639 
   00006    0.4936   -4957.7617  0.2615 
   00007    0.4632   -5115.6356  0.2621 
   00008    0.4608   -5295.7676  0.2680 
   00009    0.4512   -5370.6005  0.2715 
   00010    0.4116   -5421.8049  0.2703 
   00011    0.4396   -5515.5424  0.2693 
   00012    0.4360   -5588.0915  0.2762 
   00013    0.4248   -5651.2173  0.2674 
   00014    0.4132   -5722.8034  0.2681 
   00015    0.4048   -5820.3050  0.2723 
   00016    0.4208   -5866.1799  0.2767 
   00017    0.3996   -5854.1977  0.2720 
   00018    0.3672   -5835.7163  0.2749 
   00019    0.3708   -5844.1493  0.2731 
   00020    0.3972   -5831.9924  0.2684 
   00021    0.3816   -5876.5500  0.2694 
   00022    0.3816   -5883.1177  0.2680 
   00023    0.3996   -5922.5235  0.2755 
   00024    0.3936   -5908.1277  0.2670 
   00025    0.3900   -5977.8260  0.2675 
   00026    0.3884   -6083.2285  0.2761 
   00027    0.3640   -6016.7213  0.2752 
   00028    0.3856   -6092.0824  0.2671 
   00029    0.4092   -6099.0909  0.2671 
   00030    0.3868   -6106.5976  0.2650 
   00031    0.3892   -6190.6006  0.2626 
   00032    0.3772   -6228.9557  0.2585 
   00033    0.3656   -6186.8825  0.2623 
   00034    0.3824   -6252.9426  0.2665 
   00035    0.3788   -6308.6746  0.2694 
   00036    0.3704   -6309.6610  0.2614 
   00037    0.3440   -6301.8844  0.2586 
   00038    0.3544   -6293.9971  0.2570 
   00039    0.3872   -6380.7060  0.2570 
   00040    0.3652   -6403.7693  0.2596 
   00041    0.3576   -6293.5463  0.2641 
   00042    0.3804   -6338.9151  0.2675 
   00043    0.3664   -6432.0124  0.2727 
   00044    0.3520   -6492.5411  0.2682 
   00045    0.3940   -6599.9362  0.2668 
   00046    0.3456   -6497.1192  0.2715 
   00047    0.3380   -6453.4076  0.2754 
   00048    0.3684   -6453.3655  0.2852 
   00049    0.3420   -6449.2187  0.2812 
   00050    0.3572   -6406.9760  0.2848 
