#=====================================================
# File created:        Mon-11-Mar-2024-at-02-12-33PM
# Size of lattice:     150x150
# Number of MC steps:  150
# Reduced temperature: 0.500
# Run time (s):        97.806737
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -22072.1709  0.2511 
   00001    0.6947  -34255.0654  0.2531 
   00002    0.6327  -42299.6464  0.2575 
   00003    0.5806  -47802.0898  0.2573 
   00004    0.5456  -51833.6844  0.2571 
   00005    0.5277  -54818.0113  0.2598 
   00006    0.5152  -57188.3057  0.2608 
   00007    0.4990  -59327.7893  0.2624 
   00008    0.4913  -61160.6025  0.2640 
   00009    0.4818  -62911.8286  0.2642 
   00010    0.4741  -63939.2778  0.2616 
   00011    0.4671  -64986.4484  0.2638 
   00012    0.4589  -65809.7194  0.2675 
   00013    0.4557  -66732.0976  0.2687 
   00014    0.4525  -67311.3346  0.2682 
   00015    0.4562  -67856.8977  0.2684 
   00016    0.4490  -68362.5529  0.2648 
   00017    0.4459  -68876.9200  0.2670 
   00018    0.4399  -69431.7088  0.2662 
   00019    0.4382  -69721.5413  0.2668 
   00020    0.4416  -69933.0260  0.2668 
   00021    0.4374  -70386.1259  0.2679 
   00022    0.4373  -70668.9410  0.2703 
   00023    0.4392  -70810.3358  0.2706 
   00024    0.4334  -70839.5547  0.2715 
   00025    0.4322  -71051.3442  0.2749 
   00026    0.4312  -71296.0468  0.2788 
   00027    0.4330  -71581.1882  0.2820 
   00028    0.4267  -71612.1412  0.2821 
   00029    0.4395  -71841.1522  0.2831 
   00030    0.4299  -71971.8491  0.2815 
   00031    0.4237  -72150.2277  0.2795 
   00032    0.4267  -72278.4186  0.2801 
   00033    0.4299  -72424.4550  0.2811 
   00034    0.4258  -72653.0626  0.2800 
   00035    0.4255  -72693.8182  0.2794 
   00036    0.4253  -72648.8450  0.2784 
   00037    0.4237  -72791.9056  0.2783 
   00038    0.4259  -72856.8307  0.2811 
   00039    0.4288  -72895.0708  0.2812 
   00040    0.4240  -73067.5086  0.2827 
   00041    0.4263  -73176.2900  0.2825 
   00042    0.4219  -73289.1094  0.2836 
   00043    0.4247  -73260.5571  0.2846 
   00044    0.4189  -73387.5328  0.2890 
   00045    0.4255  -73497.5761  0.2868 
   00046    0.4216  -73432.3046  0.2853 
   00047    0.4266  -73640.3019  0.2862 
   00048    0.4257  -73752.2706  0.2870 
   00049    0.4218  -73787.4362  0.2889 
   00050    0.4252  -73972.5926  0.2889 
   00051    0.4229  -73986.9947  0.2915 
   00052    0.4187  -74021.0605  0.2891 
   00053    0.4242  -73933.9992  0.2874 
   00054    0.4211  -74100.1905  0.2877 
   00055    0.4164  -74138.3989  0.2892 
   00056    0.4156  -74088.4245  0.2886 
   00057    0.4189  -74212.6314  0.2889 
   00058    0.4261  -74298.6363  0.2894 
   00059    0.4184  -74294.4745  0.2902 
   00060    0.4232  -74279.0127  0.2898 
   00061    0.4172  -74312.9148  0.2912 
   00062    0.4173  -74549.0594  0.2899 
   00063    0.4194  -74450.7014  0.2911 
   00064    0.4200  -74535.0182  0.2920 
   00065    0.4170  -74500.7608  0.2911 
   00066    0.4228  -74708.0024  0.2893 
   00067    0.4216  -74701.8028  0.2886 
   00068    0.4236  -74695.1017  0.2875 
   00069    0.4147  -74600.3377  0.2869 
   00070    0.4183  -74637.9596  0.2874 
   00071    0.4219  -74584.4369  0.2875 
   00072    0.4247  -74703.9193  0.2869 
   00073    0.4196  -74716.9348  0.2859 
   00074    0.4233  -74753.8775  0.2854 
   00075    0.4161  -74713.2899  0.2838 
   00076    0.4239  -74837.8031  0.2846 
   00077    0.4162  -74766.6809  0.2835 
   00078    0.4240  -74811.3615  0.2828 
   00079    0.4193  -74949.6156  0.2835 
   00080    0.4152  -75096.1931  0.2819 
   00081    0.4148  -74952.9262  0.2813 
   00082    0.4160  -74911.4804  0.2826 
   00083    0.4179  -75029.3639  0.2809 
   00084    0.4244  -74870.9499  0.2798 
   00085    0.4182  -74925.5273  0.2798 
   00086    0.4207  -75046.1433  0.2815 
   00087    0.4163  -75183.7788  0.2847 
   00088    0.4157  -75311.5411  0.2838 
   00089    0.4216  -75272.8617  0.2825 
   00090    0.4218  -75303.0449  0.2808 
   00091    0.4152  -75177.1000  0.2820 
   00092    0.4161  -75269.2944  0.2813 
   00093    0.4207  -75377.1393  0.2809 
   00094    0.4158  -75335.0937  0.2835 
   00095    0.4182  -75270.5213  0.2822 
   00096    0.4174  -75201.9026  0.2810 
   00097    0.4212  -75280.5455  0.2806 
   00098    0.4144  -75221.0909  0.2795 
   00099    0.4157  -75218.3031  0.2788 
   00100    0.4176  -75402.1375  0.2777 
   00101    0.4137  -75363.3090  0.2776 
   00102    0.4148  -75380.6509  0.2785 
   00103    0.4174  -75339.8733  0.2788 
   00104    0.4190  -75239.9544  0.2784 
   00105    0.4144  -75165.0434  0.2775 
   00106    0.4207  -75286.1019  0.2772 
   00107    0.4201  -75363.1635  0.2794 
   00108    0.4215  -75394.2886  0.2768 
   00109    0.4120  -75180.9144  0.2771 
   00110    0.4152  -75266.0564  0.2774 
   00111    0.4164  -75330.8109  0.2772 
   00112    0.4178  -75245.5319  0.2790 
   00113    0.4111  -75319.2229  0.2795 
   00114    0.4165  -75180.6053  0.2802 
   00115    0.4205  -75325.7378  0.2814 
   00116    0.4154  -75482.0231  0.2798 
   00117    0.4116  -75514.0656  0.2806 
   00118    0.4171  -75555.6271  0.2800 
   00119    0.4121  -75682.0604  0.2821 
   00120    0.4174  -75624.9200  0.2826 
   00121    0.4145  -75587.1547  0.2846 
   00122    0.4137  -75804.5454  0.2866 
   00123    0.4193  -75582.9405  0.2898 
   00124    0.4179  -75560.8132  0.2913 
   00125    0.4154  -75459.6109  0.2909 
   00126    0.4124  -75497.6175  0.2916 
   00127    0.4151  -75650.0763  0.2921 
   00128    0.4187  -75622.3879  0.2928 
   00129    0.4136  -75634.5156  0.2915 
   00130    0.4181  -75614.4794  0.2950 
   00131    0.4165  -75755.4170  0.2947 
   00132    0.4144  -75765.4849  0.2931 
   00133    0.4180  -75578.8887  0.2951 
   00134    0.4188  -75505.1997  0.2923 
   00135    0.4121  -75582.2679  0.2938 
   00136    0.4174  -75637.1006  0.2956 
   00137    0.4134  -75815.8583  0.2953 
   00138    0.4148  -75742.1794  0.2944 
   00139    0.4141  -75779.5568  0.2957 
   00140    0.4150  -75886.2357  0.2966 
   00141    0.4094  -75882.9905  0.2972 
   00142    0.4108  -75804.4228  0.2966 
   00143    0.4165  -75736.9214  0.2966 
   00144    0.4148  -75795.7260  0.2964 
   00145    0.4148  -75837.9391  0.2954 
   00146    0.4090  -75904.8280  0.2952 
   00147    0.4189  -75748.5279  0.2956 
   00148    0.4118  -75802.9936  0.2953 
   00149    0.4177  -75842.0904  0.2960 
   00150    0.4162  -75842.1910  0.2948 
