         7092325 function calls (7074186 primitive calls) in 9.951 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      323    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      444    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      714    0.001    0.000    0.033    0.000 inspect.py:2851(from_callable)
       35    0.001    0.000    0.004    0.000 colors.py:399(to_rgba_array)
     1285    0.001    0.000    0.001    0.000 __init__.py:658(_set)
      163    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
        1    0.001    0.001    0.003    0.003 getlimits.py:158(_register_known_types)
      393    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     1292    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.001    0.001    0.002    0.002 parse.py:1(<module>)
      314    0.001    0.000    0.001    0.000 {method 'replace' of 'code' objects}
   573/17    0.001    0.000    1.438    0.085 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      213    0.001    0.000    0.013    0.000 artist.py:1227(set)
      595    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
      404    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:342(__init__)
        1    0.001    0.001    3.396    3.396 quiver.py:538(draw)
      207    0.001    0.000    0.001    0.000 lines.py:1268(set_xdata)
       10    0.001    0.000    0.003    0.000 ticker.py:624(format_data_short)
   256/18    0.001    0.000    0.002    0.000 ast.py:373(generic_visit)
     1250    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
     2380    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      105    0.001    0.000    0.006    0.000 transforms.py:809(from_extents)
     2380    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      323    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
       46    0.001    0.000    0.024    0.001 patches.py:158(contains_point)
       27    0.001    0.000    0.013    0.000 text.py:918(get_window_extent)
     1043    0.001    0.000    0.001    0.000 typing.py:646(_is_dunder)
        7    0.001    0.000    0.002    0.000 enum.py:500(<listcomp>)
      394    0.001    0.000    0.002    0.000 contextlib.py:238(helper)
        1    0.001    0.001    0.002    0.002 scimath.py:1(<module>)
      559    0.001    0.000    0.007    0.000 colors.py:218(is_color_like)
       32    0.001    0.000    0.009    0.000 colors.py:1027(from_list)
       99    0.001    0.000    0.317    0.003 artist.py:126(__init_subclass__)
     1166    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
     2227    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      696    0.000    0.000    0.001    0.000 enum.py:22(_is_dunder)
    65/51    0.000    0.000    3.577    0.070 __init__.py:1887(__call__)
 1164/720    0.000    0.000    0.002    0.000 {built-in method builtins.hash}
       58    0.000    0.000    0.001    0.000 transforms.py:367(height)
    92/46    0.000    0.000    0.012    0.000 transforms.py:2375(frozen)
      323    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
      191    0.000    0.000    0.002    0.000 fromnumeric.py:69(_wrapreduction)
        7    0.000    0.000    0.013    0.002 _backend_tk.py:733(_set_image_for_button)
      323    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        6    0.000    0.000    0.084    0.014 axis.py:1269(_update_ticks)
     1556    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      216    0.000    0.000    0.002    0.000 markers.py:277(_recache)
      495    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      419    0.000    0.000    0.001    0.000 transforms.py:157(invalidate)
        1    0.000    0.000    0.553    0.553 pyplot.py:4(<module>)
      208    0.000    0.000    0.021    0.000 sre_compile.py:598(_code)
     1644    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
 1618/265    0.000    0.000    0.003    0.000 abc.py:100(__subclasscheck__)
      484    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       60    0.000    0.000    0.001    0.000 artist.py:1159(update_from)
      410    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
      169    0.000    0.000    0.065    0.000 fromnumeric.py:51(_wrapfunc)
      697    0.000    0.000    0.001    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.015    0.015 numeric.py:1(<module>)
  394/382    0.000    0.000    0.005    0.000 contextlib.py:108(__enter__)
      146    0.000    0.000    0.000    0.000 __init__.py:197(__init__)
        1    0.000    0.000    0.001    0.001 _cm_listed.py:1(<module>)
      270    0.000    0.000    0.014    0.000 artist.py:1216(_internal_update)
       67    0.000    0.000    0.002    0.000 core.py:3909(__init__)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
