#=====================================================
# File created:        Tue-12-Mar-2024-at-10-52-40AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 1.000
# Run time (s):        62.530654
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2538.1343  0.2638 
   00001    0.6844   -3740.8642  0.2591 
   00002    0.6348   -4366.1677  0.2559 
   00003    0.5872   -4742.4100  0.2655 
   00004    0.5584   -5031.1447  0.2688 
   00005    0.5532   -5178.6671  0.2654 
   00006    0.5356   -5351.3008  0.2799 
   00007    0.5256   -5412.1487  0.2774 
   00008    0.5328   -5499.5800  0.2809 
   00009    0.5220   -5600.6693  0.2891 
   00010    0.5032   -5671.5967  0.2869 
   00011    0.5008   -5616.8137  0.2897 
   00012    0.5156   -5694.9338  0.2952 
   00013    0.5124   -5771.7181  0.3003 
   00014    0.5040   -5744.1071  0.2837 
   00015    0.4952   -5689.2095  0.2868 
   00016    0.5136   -5724.8384  0.2858 
   00017    0.5144   -5729.4502  0.2909 
   00018    0.4924   -5857.7551  0.2977 
   00019    0.5088   -5941.7541  0.3017 
   00020    0.4944   -5954.0444  0.2941 
   00021    0.4872   -5983.7591  0.2985 
   00022    0.5004   -5952.9546  0.3008 
   00023    0.5000   -5994.4030  0.2976 
   00024    0.4832   -6044.5691  0.2942 
   00025    0.4940   -6016.3147  0.2872 
   00026    0.5076   -5985.9194  0.2819 
   00027    0.5032   -5845.3121  0.2913 
   00028    0.4896   -5804.1120  0.2963 
   00029    0.4964   -5900.2339  0.2943 
   00030    0.4744   -5983.6779  0.3016 
   00031    0.4812   -5980.2133  0.3026 
   00032    0.4868   -5949.9675  0.3081 
   00033    0.4580   -5998.8014  0.3057 
   00034    0.4784   -5927.0296  0.3097 
   00035    0.4924   -6071.4266  0.3112 
   00036    0.4572   -6168.3700  0.3136 
   00037    0.4680   -6132.9262  0.3075 
   00038    0.4728   -6054.3204  0.3052 
   00039    0.4888   -6061.7845  0.3077 
   00040    0.5136   -5903.1203  0.3091 
   00041    0.4936   -5867.2720  0.3144 
   00042    0.5156   -5916.5056  0.3111 
   00043    0.4940   -5959.5490  0.2962 
