#=====================================================
# File created:        Mon-11-Mar-2024-at-02-37-25PM
# Size of lattice:     100x100
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        28.415603
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10182.0808  0.2618 
   00001    0.6917  -15532.5049  0.2620 
   00002    0.6297  -18804.4693  0.2674 
   00003    0.5806  -21163.9136  0.2686 
   00004    0.5501  -22929.2316  0.2701 
   00005    0.5239  -24277.9159  0.2688 
   00006    0.5127  -25327.3055  0.2724 
   00007    0.5040  -26293.3804  0.2727 
   00008    0.4898  -27051.9053  0.2732 
   00009    0.4855  -27757.8326  0.2759 
   00010    0.4872  -28370.6710  0.2738 
   00011    0.4656  -28853.4944  0.2752 
   00012    0.4648  -29157.5353  0.2790 
   00013    0.4556  -29538.0539  0.2773 
   00014    0.4529  -29775.7120  0.2790 
   00015    0.4568  -30018.9344  0.2802 
   00016    0.4495  -30336.6060  0.2840 
   00017    0.4343  -30523.3963  0.2879 
   00018    0.4474  -30683.7155  0.2875 
   00019    0.4414  -30712.5831  0.2892 
   00020    0.4405  -30852.7397  0.2880 
   00021    0.4434  -30973.4002  0.2898 
   00022    0.4352  -31144.8503  0.2890 
   00023    0.4348  -31193.2512  0.2923 
   00024    0.4369  -31363.6546  0.2944 
   00025    0.4439  -31385.4856  0.2902 
   00026    0.4304  -31419.1769  0.2884 
   00027    0.4483  -31520.9222  0.2901 
   00028    0.4413  -31710.4222  0.2900 
   00029    0.4355  -31841.8238  0.2907 
   00030    0.4354  -31951.2442  0.2905 
   00031    0.4349  -32032.3873  0.2918 
   00032    0.4322  -32108.9143  0.2944 
   00033    0.4401  -32050.2397  0.2933 
   00034    0.4340  -31995.0289  0.2924 
   00035    0.4279  -32038.8921  0.2945 
   00036    0.4309  -32087.8247  0.2923 
   00037    0.4266  -32215.0603  0.2917 
   00038    0.4384  -32305.9602  0.2930 
   00039    0.4206  -32299.2857  0.2944 
   00040    0.4246  -32248.7401  0.2921 
   00041    0.4357  -32368.5654  0.2899 
   00042    0.4267  -32428.8276  0.2927 
   00043    0.4270  -32485.6409  0.2933 
   00044    0.4246  -32553.5836  0.2991 
   00045    0.4317  -32471.3954  0.3040 
   00046    0.4293  -32555.2519  0.3027 
   00047    0.4178  -32603.3746  0.2988 
   00048    0.4247  -32655.3961  0.2974 
   00049    0.4333  -32544.8705  0.2984 
   00050    0.4245  -32602.9290  0.2986 
   00051    0.4183  -32580.1156  0.2995 
   00052    0.4215  -32537.2545  0.2976 
   00053    0.4257  -32611.9066  0.2999 
   00054    0.4254  -32631.1458  0.3017 
   00055    0.4209  -32754.5383  0.2993 
   00056    0.4242  -32843.0556  0.2985 
   00057    0.4229  -32856.0295  0.2991 
   00058    0.4342  -32890.9180  0.3015 
   00059    0.4258  -32906.5116  0.3009 
   00060    0.4273  -32962.8898  0.2980 
   00061    0.4222  -32996.5529  0.2963 
   00062    0.4228  -33013.3693  0.2954 
   00063    0.4119  -33044.9687  0.2961 
   00064    0.4298  -32974.7470  0.2983 
   00065    0.4199  -32833.3428  0.3012 
   00066    0.4235  -32805.1177  0.3014 
   00067    0.4235  -32767.8193  0.3033 
   00068    0.4333  -32852.3855  0.3022 
   00069    0.4215  -32981.2048  0.3016 
   00070    0.4294  -32910.2216  0.3061 
   00071    0.4224  -32888.3533  0.3071 
   00072    0.4151  -32876.8608  0.3048 
   00073    0.4221  -32873.6793  0.3072 
   00074    0.4252  -32878.4934  0.3034 
   00075    0.4184  -32988.1210  0.3034 
   00076    0.4233  -33030.7910  0.3048 
   00077    0.4191  -33049.0994  0.3099 
   00078    0.4180  -33147.4923  0.3082 
   00079    0.4160  -33187.3417  0.3058 
   00080    0.4126  -33199.3716  0.3075 
   00081    0.4104  -33138.4460  0.3125 
   00082    0.4191  -33029.5209  0.3084 
   00083    0.4263  -33115.0205  0.3105 
   00084    0.4219  -33040.9547  0.3112 
   00085    0.4163  -33018.7339  0.3108 
   00086    0.4110  -33077.5572  0.3121 
   00087    0.4240  -33105.4202  0.3153 
   00088    0.4232  -33120.8746  0.3112 
   00089    0.4162  -33217.7781  0.3136 
   00090    0.4138  -33180.8461  0.3118 
   00091    0.4267  -33179.2821  0.3133 
   00092    0.4109  -33160.1909  0.3128 
   00093    0.4224  -33210.8026  0.3107 
   00094    0.4206  -33225.3569  0.3105 
   00095    0.4168  -33282.8993  0.3087 
   00096    0.4208  -33368.4240  0.3060 
   00097    0.4096  -33416.3751  0.3052 
   00098    0.4171  -33433.6931  0.3039 
   00099    0.4181  -33422.4164  0.3045 
   00100    0.4159  -33370.3017  0.3010 
