#=====================================================
# File created:        Tue-12-Mar-2024-at-12-26-54PM
# Size of lattice:     50x50
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        12.843638
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2558.3029  0.7663 
   00001    0.6888   -3800.2657  0.7614 
   00002    0.6128   -4562.6468  0.7569 
   00003    0.5824   -5070.0203  0.7605 
   00004    0.5572   -5448.1253  0.7639 
   00005    0.5328   -5849.4642  0.7647 
   00006    0.5132   -6124.5279  0.7735 
   00007    0.5124   -6364.9372  0.7820 
   00008    0.5092   -6534.5712  0.7858 
   00009    0.5000   -6769.6814  0.7834 
   00010    0.4916   -6948.5013  0.7750 
   00011    0.4628   -7050.7012  0.7770 
   00012    0.4784   -7114.9559  0.7740 
   00013    0.4680   -7248.4841  0.7681 
   00014    0.4804   -7333.2407  0.7724 
   00015    0.4644   -7425.6850  0.7750 
   00016    0.4620   -7487.8635  0.7723 
   00017    0.4528   -7586.9947  0.7743 
   00018    0.4708   -7604.0342  0.7653 
   00019    0.4556   -7617.8386  0.7660 
   00020    0.4428   -7731.8606  0.7580 
   00021    0.4464   -7767.4084  0.7536 
   00022    0.4472   -7774.6864  0.7579 
   00023    0.4352   -7803.1433  0.7523 
   00024    0.4476   -7794.4062  0.7526 
   00025    0.4184   -7789.3411  0.7552 
   00026    0.4460   -7847.2903  0.7626 
   00027    0.4272   -7858.9281  0.7678 
   00028    0.4208   -7920.6274  0.7650 
   00029    0.4412   -7931.5281  0.7691 
   00030    0.4216   -7938.1653  0.7746 
   00031    0.4388   -7956.1554  0.7712 
   00032    0.4408   -7958.3351  0.7723 
   00033    0.4384   -7936.0978  0.7717 
   00034    0.4464   -7942.5227  0.7706 
   00035    0.4384   -7975.1753  0.7770 
   00036    0.4252   -8042.2578  0.7771 
   00037    0.4272   -8035.7174  0.7809 
   00038    0.4452   -8060.7013  0.7860 
   00039    0.4316   -8059.6240  0.7854 
   00040    0.4160   -7986.6775  0.7815 
   00041    0.4232   -8064.8039  0.7924 
   00042    0.4304   -8122.9651  0.7901 
   00043    0.4356   -8132.6821  0.7860 
   00044    0.4272   -8118.5279  0.7899 
   00045    0.4460   -8113.6934  0.7921 
   00046    0.4192   -8110.6715  0.7985 
   00047    0.4392   -8083.8296  0.7989 
   00048    0.4372   -8091.3360  0.7993 
   00049    0.4232   -8094.8459  0.8066 
   00050    0.4336   -8099.7456  0.8065 
   00051    0.4152   -8094.1535  0.8080 
   00052    0.4348   -8117.9048  0.8106 
   00053    0.4212   -8117.2110  0.8068 
   00054    0.4392   -8126.9523  0.8019 
   00055    0.4228   -8151.0449  0.8029 
   00056    0.4096   -8160.4741  0.8051 
   00057    0.4124   -8149.8709  0.8092 
   00058    0.4236   -8133.7549  0.8051 
   00059    0.4420   -8156.0562  0.8058 
   00060    0.4096   -8130.9999  0.8105 
   00061    0.4376   -8157.2873  0.8149 
   00062    0.4376   -8156.0711  0.8154 
   00063    0.4224   -8163.6766  0.8101 
   00064    0.4372   -8173.7258  0.8151 
   00065    0.4232   -8124.4038  0.8109 
   00066    0.4296   -8139.1516  0.8120 
   00067    0.4160   -8121.7710  0.8097 
   00068    0.4328   -8154.8755  0.8154 
   00069    0.4148   -8170.9426  0.8151 
   00070    0.4224   -8213.7537  0.8222 
   00071    0.4072   -8247.8479  0.8228 
   00072    0.4140   -8265.9653  0.8221 
   00073    0.4176   -8294.3604  0.8167 
   00074    0.4032   -8272.6461  0.8218 
   00075    0.4152   -8242.7460  0.8232 
   00076    0.4128   -8270.8464  0.8218 
   00077    0.4292   -8255.5218  0.8175 
   00078    0.4200   -8269.4002  0.8160 
   00079    0.4120   -8249.5236  0.8100 
   00080    0.4352   -8246.4917  0.8074 
   00081    0.4092   -8228.3413  0.8098 
   00082    0.4108   -8235.8732  0.8094 
   00083    0.4308   -8221.3164  0.8131 
   00084    0.4268   -8215.9379  0.8135 
   00085    0.3940   -8191.5225  0.8114 
   00086    0.4304   -8210.6567  0.8197 
   00087    0.4200   -8210.9289  0.8213 
   00088    0.4336   -8248.2901  0.8147 
   00089    0.4100   -8241.2704  0.8148 
   00090    0.4092   -8241.3656  0.8146 
   00091    0.4260   -8222.0908  0.8162 
   00092    0.4140   -8223.4285  0.8162 
   00093    0.4208   -8194.1329  0.8191 
   00094    0.4320   -8241.9388  0.8259 
   00095    0.4196   -8306.0840  0.8286 
   00096    0.4260   -8298.4283  0.8236 
   00097    0.4156   -8285.5779  0.8206 
   00098    0.4168   -8305.5442  0.8173 
   00099    0.4376   -8287.3729  0.8194 
   00100    0.4100   -8290.8173  0.8144 
