#=====================================================
# File created:        Sat-09-Mar-2024-at-11-12-38AM
# Size of lattice:     100x100
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        27.152221
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10002.4389  0.2545 
   00001    0.6782  -14729.1003  0.2561 
   00002    0.6205  -18024.9355  0.2580 
   00003    0.5832  -20157.9882  0.2577 
   00004    0.5625  -22058.8010  0.2533 
   00005    0.5367  -23318.1947  0.2535 
   00006    0.5080  -24429.0681  0.2528 
   00007    0.5158  -25377.0552  0.2536 
   00008    0.4966  -26219.0621  0.2578 
   00009    0.4962  -26919.6639  0.2551 
   00010    0.4726  -27498.1717  0.2577 
   00011    0.4752  -28171.2273  0.2598 
   00012    0.4672  -28498.8276  0.2647 
   00013    0.4674  -28885.4475  0.2623 
   00014    0.4564  -29212.1148  0.2625 
   00015    0.4609  -29434.5548  0.2573 
   00016    0.4551  -29598.4339  0.2598 
   00017    0.4602  -29939.3802  0.2637 
   00018    0.4462  -30255.7703  0.2640 
   00019    0.4476  -30415.9092  0.2678 
   00020    0.4413  -30507.6465  0.2715 
   00021    0.4434  -30676.3843  0.2719 
   00022    0.4431  -30725.2215  0.2679 
   00023    0.4397  -30893.5872  0.2699 
   00024    0.4412  -31048.0373  0.2671 
   00025    0.4356  -31187.0726  0.2689 
   00026    0.4394  -31380.1019  0.2684 
   00027    0.4414  -31555.3290  0.2696 
   00028    0.4319  -31623.2843  0.2706 
   00029    0.4409  -31704.0721  0.2753 
   00030    0.4355  -31791.5096  0.2740 
   00031    0.4383  -31825.9538  0.2748 
   00032    0.4414  -31840.9508  0.2780 
   00033    0.4434  -31822.2644  0.2817 
   00034    0.4340  -32032.3964  0.2838 
   00035    0.4221  -32054.6833  0.2849 
   00036    0.4306  -32050.6296  0.2872 
   00037    0.4335  -32110.4458  0.2862 
   00038    0.4194  -32147.6081  0.2923 
   00039    0.4248  -32173.0113  0.2910 
   00040    0.4254  -32238.1359  0.2954 
   00041    0.4193  -32314.1300  0.2985 
   00042    0.4238  -32239.0207  0.2988 
   00043    0.4282  -32301.9955  0.2988 
   00044    0.4188  -32329.6897  0.3032 
   00045    0.4219  -32251.6009  0.3066 
   00046    0.4331  -32316.5674  0.3050 
   00047    0.4276  -32264.5835  0.3064 
   00048    0.4354  -32371.1178  0.3069 
   00049    0.4195  -32403.2480  0.3098 
   00050    0.4286  -32462.3387  0.3103 
   00051    0.4372  -32547.0995  0.3100 
   00052    0.4193  -32538.7561  0.3112 
   00053    0.4170  -32570.2190  0.3103 
   00054    0.4287  -32588.6094  0.3114 
   00055    0.4149  -32598.2972  0.3117 
   00056    0.4215  -32512.8791  0.3105 
   00057    0.4331  -32570.8957  0.3143 
   00058    0.4251  -32647.7046  0.3144 
   00059    0.4099  -32709.8798  0.3164 
   00060    0.4152  -32687.5720  0.3174 
   00061    0.4217  -32653.2251  0.3171 
   00062    0.4312  -32664.0960  0.3127 
   00063    0.4158  -32768.4950  0.3112 
   00064    0.4198  -32734.2129  0.3099 
   00065    0.4266  -32767.7660  0.3121 
   00066    0.4166  -32865.0310  0.3160 
   00067    0.4185  -32809.4468  0.3177 
   00068    0.4216  -32895.6110  0.3170 
   00069    0.4218  -32880.4955  0.3180 
   00070    0.4168  -32879.9858  0.3193 
   00071    0.4212  -32864.3880  0.3197 
   00072    0.4268  -32758.9352  0.3221 
   00073    0.4279  -32812.6651  0.3244 
   00074    0.4314  -32780.0859  0.3254 
   00075    0.4164  -32918.9519  0.3287 
   00076    0.4274  -32897.8608  0.3302 
   00077    0.4300  -32876.5309  0.3309 
   00078    0.4250  -32874.1379  0.3345 
   00079    0.4255  -32995.7747  0.3331 
   00080    0.4153  -33077.1044  0.3329 
   00081    0.4195  -33135.0891  0.3341 
   00082    0.4174  -33088.1780  0.3342 
   00083    0.4160  -33144.9695  0.3326 
   00084    0.4288  -33146.8366  0.3315 
   00085    0.4309  -33102.0513  0.3344 
   00086    0.4110  -33130.3456  0.3376 
   00087    0.4287  -33084.2573  0.3380 
   00088    0.4192  -33140.6246  0.3393 
   00089    0.4197  -33171.6183  0.3410 
   00090    0.4197  -33254.5093  0.3428 
   00091    0.4179  -33165.3250  0.3414 
   00092    0.4233  -33173.6778  0.3406 
   00093    0.4270  -33216.9395  0.3416 
   00094    0.4219  -33270.8650  0.3402 
   00095    0.4179  -33305.7415  0.3444 
   00096    0.4229  -33292.5022  0.3427 
   00097    0.4240  -33256.2287  0.3426 
   00098    0.4159  -33183.0395  0.3454 
   00099    0.4273  -33092.2464  0.3420 
   00100    0.4214  -33116.4412  0.3418 
