#=====================================================
# File created:        Tue-12-Mar-2024-at-11-37-02AM
# Size of lattice:     50x50
# Number of MC steps:  700
# Reduced temperature: 1.000
# Run time (s):        26.272211
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2578.7622  0.2563 
   00001    0.6796   -3811.7049  0.2519 
   00002    0.6136   -4482.5122  0.2606 
   00003    0.5820   -4778.6745  0.2607 
   00004    0.5744   -4935.8328  0.2634 
   00005    0.5492   -5210.3937  0.2665 
   00006    0.5192   -5362.4650  0.2665 
   00007    0.5208   -5420.6343  0.2647 
   00008    0.5220   -5423.9378  0.2616 
   00009    0.5272   -5423.4262  0.2626 
   00010    0.5156   -5504.1937  0.2629 
   00011    0.5048   -5675.6563  0.2607 
   00012    0.4976   -5668.0005  0.2603 
   00013    0.5084   -5666.6905  0.2595 
   00014    0.5048   -5517.6007  0.2600 
   00015    0.5296   -5477.8565  0.2611 
   00016    0.5252   -5635.6272  0.2633 
   00017    0.5136   -5563.1553  0.2614 
   00018    0.5328   -5619.6101  0.2626 
   00019    0.5172   -5582.1859  0.2636 
   00020    0.5076   -5704.7376  0.2625 
   00021    0.5084   -5635.5564  0.2681 
   00022    0.5104   -5830.1817  0.2706 
   00023    0.5116   -5818.4140  0.2705 
   00024    0.4944   -5902.3548  0.2735 
   00025    0.4956   -5818.9788  0.2747 
   00026    0.4868   -5832.9340  0.2719 
   00027    0.4956   -5752.5361  0.2737 
   00028    0.4960   -5701.7127  0.2749 
   00029    0.5032   -5724.7269  0.2722 
   00030    0.5032   -5773.2702  0.2716 
   00031    0.5080   -5850.1263  0.2705 
   00032    0.4936   -5731.6249  0.2725 
   00033    0.5072   -5788.2243  0.2756 
   00034    0.4736   -5884.6503  0.2728 
   00035    0.5116   -5854.5779  0.2703 
   00036    0.4756   -5831.0449  0.2724 
   00037    0.5044   -5847.6066  0.2729 
   00038    0.5136   -5877.8002  0.2717 
   00039    0.4912   -5905.8463  0.2701 
   00040    0.4960   -5921.6901  0.2694 
   00041    0.4900   -5931.8918  0.2675 
   00042    0.4976   -5945.7438  0.2646 
   00043    0.4908   -5962.8472  0.2592 
   00044    0.4816   -5910.5466  0.2572 
   00045    0.5020   -5919.3530  0.2546 
   00046    0.4720   -6005.1676  0.2577 
   00047    0.4720   -6009.2540  0.2599 
   00048    0.4692   -5951.9479  0.2579 
   00049    0.4824   -5999.9764  0.2601 
   00050    0.4748   -5975.1697  0.2596 
   00051    0.4920   -5901.1496  0.2634 
   00052    0.4908   -5936.4328  0.2671 
   00053    0.4700   -6020.1559  0.2640 
   00054    0.4780   -5974.7377  0.2643 
   00055    0.4804   -5942.2989  0.2635 
   00056    0.4928   -5908.1812  0.2612 
   00057    0.4804   -5944.9560  0.2638 
   00058    0.4804   -6024.2960  0.2623 
   00059    0.5020   -6000.6912  0.2574 
   00060    0.4888   -6006.3920  0.2538 
   00061    0.4944   -5955.9401  0.2537 
   00062    0.4972   -5858.9282  0.2562 
   00063    0.4996   -5929.2901  0.2561 
   00064    0.4936   -5996.5888  0.2574 
   00065    0.4776   -5973.5577  0.2584 
   00066    0.4860   -5882.7370  0.2565 
   00067    0.5036   -5931.0036  0.2529 
   00068    0.5100   -5861.8875  0.2540 
   00069    0.4864   -5862.4923  0.2596 
   00070    0.5068   -5789.4806  0.2572 
   00071    0.5104   -5779.4365  0.2612 
   00072    0.5088   -5904.5603  0.2586 
   00073    0.4916   -5995.6450  0.2564 
   00074    0.4856   -6014.7530  0.2555 
   00075    0.4840   -5982.8568  0.2540 
   00076    0.4964   -5929.2361  0.2569 
   00077    0.4756   -5931.8892  0.2551 
   00078    0.5060   -5941.1611  0.2565 
   00079    0.4796   -6065.9383  0.2582 
   00080    0.4848   -6040.5289  0.2578 
   00081    0.4896   -5878.5121  0.2528 
   00082    0.4904   -5966.1105  0.2516 
   00083    0.4828   -5915.4113  0.2534 
   00084    0.4928   -6007.9630  0.2537 
   00085    0.4900   -5974.7258  0.2537 
