#=====================================================
# File created:        Tue-12-Mar-2024-at-03-49-43PM
# Size of lattice:     50x50
# Number of MC steps:  700
# Reduced temperature: 1.000
# Run time (s):        7.630569
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2476.0506  0.2592 
   00001    0.6880   -3748.8794  0.2624 
   00002    0.6352   -4253.6921  0.2582 
   00003    0.5868   -4693.1641  0.2672 
   00004    0.5648   -4994.3361  0.2654 
   00005    0.5704   -5255.5320  0.2581 
   00006    0.5628   -5318.2007  0.2586 
   00007    0.5476   -5314.2477  0.2663 
   00008    0.5360   -5476.5553  0.2610 
   00009    0.5248   -5518.9604  0.2719 
   00010    0.5260   -5761.0157  0.2776 
   00011    0.5160   -5776.2310  0.2762 
   00012    0.5112   -5761.6072  0.2751 
   00013    0.5072   -5700.5449  0.2797 
   00014    0.5128   -5757.4777  0.2784 
   00015    0.5024   -5807.1003  0.2917 
   00016    0.5056   -5895.1849  0.2951 
   00017    0.4948   -5878.3995  0.3001 
   00018    0.4936   -5841.1296  0.2996 
   00019    0.4792   -5884.8467  0.2944 
   00020    0.4836   -5885.2721  0.2987 
   00021    0.4976   -5883.3896  0.2798 
   00022    0.4976   -5934.5902  0.2831 
   00023    0.4936   -5843.7029  0.2724 
   00024    0.5104   -5718.3002  0.2744 
   00025    0.4988   -5870.6369  0.2902 
   00026    0.4924   -5912.3190  0.2845 
   00027    0.4956   -5956.4010  0.2792 
   00028    0.4964   -5891.8991  0.2780 
   00029    0.4876   -5842.4913  0.2747 
   00030    0.4996   -5793.2668  0.2772 
   00031    0.5160   -5835.8138  0.2653 
   00032    0.4904   -5879.2680  0.2626 
   00033    0.4800   -5885.1152  0.2650 
   00034    0.4844   -5878.7633  0.2579 
   00035    0.4928   -5853.8266  0.2624 
   00036    0.5048   -5922.9269  0.2599 
   00037    0.4864   -5928.4016  0.2658 
   00038    0.4824   -5955.2325  0.2743 
   00039    0.4952   -5952.2690  0.2586 
   00040    0.4936   -5843.9058  0.2627 
   00041    0.4960   -5813.4362  0.2595 
   00042    0.4972   -5847.3209  0.2675 
   00043    0.5180   -5874.3745  0.2546 
   00044    0.4796   -5774.7621  0.2563 
   00045    0.4904   -5731.6072  0.2615 
   00046    0.4880   -5713.5187  0.2641 
   00047    0.4984   -5708.1088  0.2733 
   00048    0.5056   -5858.2631  0.2658 
   00049    0.4976   -5801.5735  0.2661 
   00050    0.4928   -5829.0079  0.2648 
   00051    0.5116   -5855.4438  0.2684 
   00052    0.4660   -5888.7601  0.2934 
   00053    0.4908   -5863.7473  0.2935 
   00054    0.5136   -5819.0382  0.3056 
   00055    0.4936   -5876.1385  0.2967 
   00056    0.5084   -5831.7351  0.2946 
   00057    0.5092   -5794.0887  0.2836 
   00058    0.4984   -5723.3204  0.2924 
