LebwohlLasher: Size: 100, Steps: 100, T*: 0.500: Order: 0.285, Time: 15.012627 s
         1711309 function calls (1688914 primitive calls) in 22.068 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      347    0.001    0.000    0.009    0.000 fromnumeric.py:51(_wrapfunc)
      397    0.001    0.000    0.002    0.000 __init__.py:65(check_isinstance)
     1680    0.001    0.000    0.005    0.000 colors.py:213(_is_nth_color)
      282    0.001    0.000    0.003    0.000 transforms.py:2041(translate)
     2314    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
    10059    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      214    0.001    0.000    0.005    0.000 transforms.py:2500(get_matrix)
       72    0.001    0.000    0.010    0.000 lines.py:728(draw)
  452/208    0.001    0.000    0.021    0.000 sre_parse.py:435(_parse_sub)
       62    0.001    0.000    0.019    0.000 text.py:738(draw)
      208    0.001    0.000    0.038    0.000 sre_compile.py:759(compile)
      326    0.001    0.000    0.005    0.000 transforms.py:2605(get_matrix)
     1047    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      618    0.001    0.000    0.004    0.000 _inspect.py:96(getargspec)
      107    0.001    0.000    0.032    0.000 path.py:498(contains_point)
      145    0.001    0.000    0.002    0.000 patches.py:734(_convert_units)
        1    0.001    0.001    0.001    0.001 __init__.py:339(__init__)
   322/14    0.001    0.000    0.668    0.048 <frozen importlib._bootstrap_external>:842(exec_module)
      392    0.001    0.000    0.006    0.000 <__array_function__ internals>:177(dot)
     1541    0.001    0.000    0.001    0.000 function_base.py:346(iterable)
     2534    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      102    0.001    0.000    0.001    0.000 twodim_base.py:162(eye)
     1169    0.001    0.000    0.002    0.000 {built-in method builtins.max}
      145    0.001    0.000    0.003    0.000 transforms.py:2589(__init__)
     1550    0.001    0.000    0.052    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
        2    0.001    0.000    0.001    0.000 function_base.py:1602(angle)
2119/2023    0.001    0.000    0.008    0.000 {built-in method builtins.next}
       22    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       24    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        4    0.001    0.000    0.001    0.000 {method 'repeat' of 'numpy.ndarray' objects}
       51    0.001    0.000    0.001    0.000 {built-in method io.open}
  755/731    0.001    0.000    0.004    0.000 contextlib.py:117(__exit__)
