#=====================================================
# File created:        Mon-11-Mar-2024-at-05-57-11PM
# Size of lattice:     100x100
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        36.698860
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9796.7490  0.2521 
   00001    0.6905  -14735.6719  0.2578 
   00002    0.6247  -18037.3027  0.2588 
   00003    0.5819  -20279.5586  0.2609 
   00004    0.5604  -22118.0625  0.2619 
   00005    0.5313  -23468.9141  0.2637 
   00006    0.5292  -24627.2148  0.2661 
   00007    0.5055  -25446.8770  0.2612 
   00008    0.4972  -26162.8125  0.2623 
   00009    0.4960  -26788.7266  0.2611 
   00010    0.4732  -27328.6855  0.2602 
   00011    0.4781  -27850.2930  0.2598 
   00012    0.4784  -28244.9844  0.2603 
   00013    0.4679  -28735.9414  0.2642 
   00014    0.4604  -29016.6367  0.2626 
   00015    0.4614  -29359.6523  0.2646 
   00016    0.4652  -29662.0098  0.2661 
   00017    0.4574  -29880.2500  0.2661 
   00018    0.4572  -30118.8633  0.2676 
   00019    0.4391  -30304.4688  0.2684 
   00020    0.4493  -30509.3125  0.2688 
   00021    0.4514  -30561.9590  0.2689 
   00022    0.4520  -30783.4414  0.2669 
   00023    0.4365  -30921.5508  0.2714 
   00024    0.4351  -31071.1660  0.2659 
   00025    0.4375  -31111.0000  0.2679 
   00026    0.4478  -31266.0957  0.2684 
   00027    0.4491  -31292.8457  0.2733 
   00028    0.4382  -31365.3770  0.2720 
   00029    0.4362  -31404.9121  0.2738 
   00030    0.4426  -31485.2578  0.2700 
   00031    0.4436  -31623.8887  0.2717 
   00032    0.4308  -31689.3438  0.2717 
   00033    0.4284  -31689.6641  0.2725 
   00034    0.4318  -31767.4199  0.2745 
   00035    0.4365  -31886.7559  0.2772 
   00036    0.4320  -31859.8965  0.2767 
   00037    0.4314  -31918.6406  0.2778 
   00038    0.4274  -31943.9316  0.2780 
   00039    0.4299  -32030.5352  0.2761 
   00040    0.4235  -32137.9395  0.2781 
   00041    0.4345  -32193.7148  0.2786 
   00042    0.4331  -32291.1152  0.2778 
   00043    0.4347  -32244.8145  0.2798 
   00044    0.4227  -32238.8008  0.2785 
   00045    0.4251  -32284.5781  0.2807 
   00046    0.4279  -32212.9609  0.2864 
   00047    0.4328  -32175.2480  0.2876 
   00048    0.4266  -32246.2793  0.2887 
   00049    0.4355  -32299.3828  0.2908 
   00050    0.4162  -32366.9668  0.2893 
   00051    0.4261  -32457.4102  0.2912 
   00052    0.4248  -32502.4570  0.2935 
   00053    0.4190  -32485.7363  0.2931 
   00054    0.4266  -32514.8672  0.2940 
   00055    0.4274  -32415.9785  0.2955 
   00056    0.4345  -32522.2129  0.2976 
   00057    0.4312  -32544.3496  0.2962 
   00058    0.4179  -32604.5078  0.2975 
   00059    0.4250  -32634.4863  0.2989 
   00060    0.4169  -32598.4883  0.2990 
   00061    0.4229  -32503.4102  0.3011 
   00062    0.4265  -32512.2070  0.3045 
   00063    0.4211  -32477.7148  0.3027 
   00064    0.4349  -32496.3477  0.3011 
   00065    0.4251  -32521.2266  0.3043 
   00066    0.4338  -32584.6230  0.3041 
   00067    0.4280  -32568.4316  0.3079 
   00068    0.4123  -32633.9473  0.3064 
   00069    0.4235  -32688.0605  0.3083 
   00070    0.4220  -32792.4609  0.3094 
   00071    0.4256  -32725.8828  0.3064 
   00072    0.4242  -32642.8730  0.3091 
   00073    0.4269  -32706.0547  0.3069 
   00074    0.4156  -32718.3340  0.3059 
   00075    0.4240  -32732.2148  0.3049 
   00076    0.4143  -32805.9414  0.3064 
   00077    0.4257  -32855.9258  0.3085 
   00078    0.4142  -32869.3047  0.3074 
   00079    0.4243  -32943.2148  0.3086 
   00080    0.4156  -33008.1992  0.3075 
   00081    0.4268  -33028.6250  0.3104 
   00082    0.4271  -32986.0898  0.3047 
   00083    0.4241  -32961.4414  0.3047 
   00084    0.4243  -32973.6953  0.3060 
   00085    0.4082  -33049.8477  0.3021 
   00086    0.4156  -33035.5234  0.3046 
   00087    0.4199  -33001.6758  0.3050 
   00088    0.4251  -33053.1172  0.3058 
   00089    0.4214  -33005.4766  0.3093 
   00090    0.4225  -33048.6133  0.3120 
   00091    0.4136  -32970.3945  0.3120 
   00092    0.4269  -33028.4961  0.3112 
   00093    0.4259  -32983.0352  0.3139 
   00094    0.4238  -32972.4609  0.3178 
   00095    0.4201  -32883.2891  0.3199 
   00096    0.4292  -33051.6484  0.3235 
   00097    0.4244  -33112.4570  0.3260 
   00098    0.4200  -33079.5664  0.3274 
   00099    0.4216  -33052.8906  0.3276 
   00100    0.4221  -33020.5586  0.3266 
