#=====================================================
# File created:        Tue-12-Mar-2024-at-03-50-39PM
# Size of lattice:     50x50
# Number of MC steps:  900
# Reduced temperature: 1.000
# Run time (s):        10.873907
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2484.4312  0.2700 
   00001    0.6792   -3877.9515  0.2635 
   00002    0.6308   -4494.0180  0.2762 
   00003    0.5820   -4670.3995  0.2876 
   00004    0.5832   -4897.0740  0.2701 
   00005    0.5504   -5092.1166  0.2834 
   00006    0.5400   -5368.2634  0.2847 
   00007    0.5068   -5506.1789  0.2874 
   00008    0.5408   -5651.9782  0.2982 
   00009    0.5256   -5618.4378  0.3025 
   00010    0.5044   -5585.4665  0.3104 
   00011    0.5152   -5696.9521  0.3049 
   00012    0.5076   -5743.2369  0.3041 
   00013    0.5144   -5744.7811  0.3131 
   00014    0.4856   -5649.5747  0.3125 
   00015    0.5248   -5682.6253  0.3118 
   00016    0.5168   -5686.0287  0.3229 
   00017    0.4872   -5730.7906  0.3036 
   00018    0.5020   -5668.1164  0.3075 
   00019    0.5132   -5727.9360  0.3024 
   00020    0.5088   -5815.4432  0.2941 
   00021    0.4984   -5830.0980  0.2815 
   00022    0.5228   -5733.3386  0.2874 
   00023    0.5088   -5810.7167  0.2900 
   00024    0.4788   -5831.7296  0.2924 
   00025    0.5068   -5885.7295  0.2913 
   00026    0.4948   -5826.3102  0.2816 
   00027    0.4936   -5843.8851  0.2892 
   00028    0.5064   -5974.2461  0.2847 
   00029    0.4836   -6082.1893  0.2641 
   00030    0.4968   -5988.2283  0.2729 
   00031    0.5040   -5944.5912  0.2670 
   00032    0.4960   -5935.8288  0.2606 
   00033    0.4932   -5796.8080  0.2722 
   00034    0.5084   -5752.0729  0.2652 
   00035    0.5056   -5637.2586  0.2682 
   00036    0.4956   -5709.0124  0.2741 
   00037    0.5068   -5680.1436  0.2763 
   00038    0.5072   -5739.5757  0.2867 
   00039    0.5100   -5742.9107  0.2862 
   00040    0.4944   -5736.4334  0.2838 
   00041    0.4860   -5805.9882  0.2940 
   00042    0.4956   -5918.1971  0.3065 
   00043    0.4940   -6141.1576  0.3124 
   00044    0.4696   -6042.7360  0.3178 
   00045    0.4744   -6077.5142  0.3359 
   00046    0.4832   -5954.0549  0.3303 
   00047    0.4832   -5882.6970  0.3277 
   00048    0.4848   -5853.5293  0.3329 
   00049    0.4880   -5888.2431  0.3222 
   00050    0.5120   -5714.8176  0.3066 
   00051    0.5060   -5753.7647  0.2966 
   00052    0.5048   -5791.3795  0.2951 
   00053    0.5048   -5817.5230  0.2850 
   00054    0.5008   -5820.2226  0.2938 
   00055    0.4928   -5857.4556  0.2892 
   00056    0.4920   -5875.2486  0.2809 
   00057    0.4896   -5819.7715  0.2758 
   00058    0.5044   -5763.1269  0.2724 
   00059    0.5172   -5801.2955  0.2799 
   00060    0.5024   -5751.8076  0.2826 
   00061    0.5180   -5772.1933  0.2887 
   00062    0.4904   -5839.4108  0.3030 
   00063    0.4972   -5986.1641  0.3002 
   00064    0.4844   -6088.4759  0.2941 
   00065    0.4920   -5985.0321  0.2974 
   00066    0.4864   -5932.0960  0.2975 
   00067    0.4740   -5983.9778  0.3027 
   00068    0.4808   -5938.6760  0.3105 
   00069    0.4832   -5914.2807  0.3107 
   00070    0.4824   -5885.4853  0.3160 
   00071    0.4976   -5873.4211  0.3092 
   00072    0.5012   -5829.8973  0.3149 
   00073    0.5008   -5742.8348  0.3109 
   00074    0.4960   -5785.3200  0.2999 
   00075    0.4904   -5801.3623  0.2866 
   00076    0.4924   -5778.8921  0.2754 
   00077    0.4792   -5901.6240  0.2889 
   00078    0.4960   -5850.4081  0.2842 
   00079    0.4768   -5913.1336  0.2805 
   00080    0.5128   -5885.8827  0.2891 
   00081    0.4800   -5835.3262  0.2911 
   00082    0.4848   -5946.3875  0.2947 
   00083    0.4916   -5968.1745  0.2860 
   00084    0.4820   -6003.4204  0.2931 
   00085    0.5000   -5941.4422  0.2966 
   00086    0.4908   -5810.7914  0.2954 
   00087    0.5060   -5850.1703  0.3013 
   00088    0.4808   -5914.5853  0.3012 
   00089    0.4816   -5984.8289  0.2915 
   00090    0.4796   -6012.6093  0.3008 
   00091    0.4864   -5988.7580  0.3183 
   00092    0.4964   -5927.9744  0.3190 
   00093    0.4772   -5945.6217  0.3274 
   00094    0.4884   -5834.9297  0.3182 
   00095    0.4772   -5909.8726  0.3265 
   00096    0.4984   -5898.2175  0.3233 
   00097    0.5024   -5871.0252  0.3129 
   00098    0.4744   -5839.7831  0.3147 
   00099    0.5076   -5867.3005  0.3123 
   00100    0.4864   -5886.6699  0.3094 
   00101    0.5096   -5889.6761  0.3111 
   00102    0.4828   -5946.7889  0.2971 
   00103    0.4944   -5938.9390  0.3004 
   00104    0.4884   -5973.1475  0.3093 
   00105    0.4748   -5993.4455  0.3082 
   00106    0.4940   -5887.1453  0.3181 
   00107    0.4748   -5848.4913  0.3233 
   00108    0.4992   -5872.1914  0.3293 
   00109    0.5080   -5835.5691  0.3414 
   00110    0.4976   -5822.8245  0.3455 
   00111    0.4972   -5921.9094  0.3465 
   00112    0.4920   -5924.7504  0.3524 
   00113    0.4884   -6022.1682  0.3569 
   00114    0.4724   -6018.7884  0.3582 
   00115    0.4824   -6052.1531  0.3565 
   00116    0.4784   -6031.8082  0.3589 
   00117    0.4772   -6038.5602  0.3690 
   00118    0.4872   -6047.5531  0.3648 
   00119    0.4992   -5941.2264  0.3576 
   00120    0.4828   -5937.7965  0.3503 
   00121    0.4732   -5887.9519  0.3519 
   00122    0.4960   -5857.4060  0.3422 
   00123    0.4736   -6010.0772  0.3401 
   00124    0.4624   -6005.7042  0.3499 
   00125    0.5000   -5950.5505  0.3368 
   00126    0.4648   -6055.9104  0.3443 
   00127    0.4992   -6021.2720  0.3462 
   00128    0.4952   -6053.0834  0.3397 
   00129    0.4744   -6074.7505  0.3343 
   00130    0.4840   -6012.8455  0.3314 
   00131    0.4820   -6002.9882  0.3254 
   00132    0.4868   -5918.9469  0.3238 
   00133    0.4972   -5914.5198  0.3280 
   00134    0.4948   -5888.4221  0.3224 
   00135    0.5076   -5937.9158  0.3109 
   00136    0.4972   -5914.0755  0.3175 
   00137    0.4960   -5899.6215  0.3317 
   00138    0.4852   -6005.1105  0.3483 
   00139    0.4712   -5945.5345  0.3525 
   00140    0.5240   -5904.7699  0.3391 
   00141    0.5032   -5979.2269  0.3426 
   00142    0.4880   -5935.9702  0.3368 
   00143    0.4872   -5931.8392  0.3327 
   00144    0.4940   -5919.8424  0.3362 
   00145    0.4936   -5956.2314  0.3255 
   00146    0.4832   -5949.8336  0.3283 
   00147    0.4936   -5920.0335  0.3260 
   00148    0.4988   -5850.3230  0.3201 
   00149    0.4936   -5746.5701  0.3078 
   00150    0.4956   -5787.4964  0.3157 
   00151    0.5160   -5837.8058  0.3022 
   00152    0.4844   -5857.9627  0.2868 
   00153    0.4832   -5874.4881  0.2971 
   00154    0.4940   -5756.9922  0.3022 
   00155    0.4984   -5715.3334  0.3040 
   00156    0.5044   -5822.7280  0.2995 
   00157    0.4956   -5826.0410  0.3001 
   00158    0.4904   -5813.8295  0.3039 
   00159    0.5116   -5872.0752  0.3033 
   00160    0.4960   -5975.9225  0.3069 
   00161    0.4892   -5990.6109  0.3145 
   00162    0.4832   -5918.6978  0.3139 
   00163    0.5068   -5908.1008  0.3046 
   00164    0.4928   -5901.8979  0.3059 
   00165    0.4884   -5948.4070  0.3078 
   00166    0.4868   -6004.0496  0.3187 
   00167    0.4944   -5927.6567  0.3127 
   00168    0.4980   -5947.5141  0.3170 
   00169    0.4804   -6018.5255  0.3112 
   00170    0.4924   -5964.6592  0.3214 
   00171    0.4940   -6009.4830  0.3279 
   00172    0.4852   -5960.6665  0.3167 
   00173    0.4892   -5963.7022  0.3107 
   00174    0.4892   -6019.9783  0.3131 
   00175    0.4736   -6123.2596  0.3197 
   00176    0.4808   -6167.5312  0.3141 
   00177    0.4800   -6130.3096  0.3218 
   00178    0.4916   -6033.2957  0.3229 
   00179    0.4860   -6129.5908  0.3205 
   00180    0.4860   -6007.6591  0.3222 
   00181    0.4880   -5903.4895  0.3174 
   00182    0.5036   -5939.3519  0.3161 
   00183    0.4984   -5893.0428  0.3169 
   00184    0.4984   -5969.9137  0.3069 
   00185    0.4724   -5954.3646  0.3103 
   00186    0.4976   -5967.6802  0.3131 
   00187    0.4944   -5934.3680  0.2905 
   00188    0.4920   -5976.4691  0.3035 
   00189    0.4916   -5890.7785  0.3121 
   00190    0.4604   -5892.6761  0.3114 
   00191    0.4936   -5972.1972  0.2947 
   00192    0.4716   -6094.5317  0.2977 
   00193    0.5044   -6063.3730  0.3051 
   00194    0.4904   -5978.3940  0.3019 
   00195    0.4912   -5934.7392  0.3068 
   00196    0.4904   -5952.4969  0.3058 
   00197    0.4804   -5831.7432  0.3088 
   00198    0.5020   -5872.8803  0.2944 
   00199    0.4856   -5753.7127  0.3132 
   00200    0.5016   -5838.7541  0.3115 
   00201    0.5140   -5892.2127  0.3097 
   00202    0.4900   -5885.2792  0.2931 
   00203    0.4972   -5750.2373  0.2921 
   00204    0.5020   -5784.2344  0.2803 
   00205    0.5192   -5799.7706  0.2772 
   00206    0.4988   -5764.6508  0.2752 
   00207    0.4948   -5823.5539  0.2884 
   00208    0.4924   -5837.9323  0.2996 
   00209    0.5112   -5878.1721  0.2855 
   00210    0.4940   -5907.5777  0.2878 
   00211    0.4912   -5793.4022  0.2879 
   00212    0.5028   -5877.2316  0.2802 
   00213    0.4972   -5941.8024  0.2716 
   00214    0.4752   -5914.0021  0.2741 
   00215    0.5076   -5793.9895  0.2766 
   00216    0.5056   -5828.9113  0.2728 
   00217    0.4996   -5830.5013  0.2868 
   00218    0.5044   -5813.0955  0.2833 
   00219    0.4960   -5773.8426  0.2790 
   00220    0.5068   -5761.3972  0.2684 
   00221    0.5032   -5735.7128  0.2679 
   00222    0.4964   -5823.9498  0.2683 
   00223    0.5028   -5807.3038  0.2624 
   00224    0.4860   -5806.6494  0.2683 
   00225    0.5008   -5763.6298  0.2573 
   00226    0.4868   -5759.3890  0.2648 
   00227    0.5076   -5835.5233  0.2735 
   00228    0.5072   -5779.8075  0.2866 
   00229    0.4992   -5705.8444  0.2832 
   00230    0.5096   -5641.4764  0.2904 
   00231    0.4980   -5645.9646  0.2855 
   00232    0.5128   -5694.4324  0.2966 
   00233    0.5024   -5744.0039  0.3011 
   00234    0.5064   -5794.8322  0.3101 
   00235    0.5076   -5764.9733  0.2969 
   00236    0.5028   -5781.2864  0.2827 
   00237    0.5060   -5915.7061  0.2844 
   00238    0.5056   -5921.7936  0.2712 
   00239    0.4864   -5796.8228  0.2792 
   00240    0.4992   -5738.1457  0.2659 
   00241    0.4964   -5799.3180  0.2705 
   00242    0.4836   -5787.4981  0.2621 
   00243    0.4964   -5803.3516  0.2688 
   00244    0.5020   -5822.0086  0.2620 
   00245    0.4876   -5840.9615  0.2822 
   00246    0.4976   -5898.9043  0.2909 
   00247    0.4820   -5885.1073  0.2887 
   00248    0.5120   -5837.7324  0.2880 
   00249    0.4988   -5775.3168  0.2861 
   00250    0.4996   -5764.6694  0.2847 
   00251    0.4912   -5728.2663  0.2833 
   00252    0.4992   -5744.4866  0.2860 
   00253    0.5108   -5789.7833  0.2928 
   00254    0.5036   -5850.5785  0.2875 
   00255    0.5020   -5778.3891  0.2836 
   00256    0.4840   -5809.9263  0.2874 
   00257    0.5080   -5755.5482  0.2875 
   00258    0.5104   -5736.8735  0.2850 
   00259    0.4928   -5732.7540  0.2921 
   00260    0.5060   -5832.6610  0.2887 
   00261    0.5028   -5897.7334  0.2843 
   00262    0.4860   -5971.4000  0.2802 
   00263    0.4840   -6051.0010  0.2811 
   00264    0.4824   -6063.7395  0.2777 
   00265    0.4732   -6089.1620  0.2738 
   00266    0.4708   -6018.9233  0.2856 
   00267    0.4812   -6035.2801  0.2919 
   00268    0.4868   -6006.3738  0.2961 
   00269    0.4932   -6081.6438  0.2968 
   00270    0.4708   -6183.5916  0.2971 
   00271    0.4724   -6064.0314  0.3124 
   00272    0.4864   -5981.7500  0.3012 
   00273    0.4920   -6070.6633  0.2969 
   00274    0.5028   -6101.2452  0.2892 
   00275    0.4916   -6009.4018  0.2787 
   00276    0.4836   -6074.8673  0.2782 
   00277    0.5084   -5965.5226  0.2824 
   00278    0.4952   -5847.9411  0.2850 
   00279    0.4856   -5969.1205  0.2770 
   00280    0.4892   -6001.6891  0.2779 
   00281    0.4708   -6060.4568  0.2774 
   00282    0.4872   -5973.4207  0.2738 
   00283    0.4920   -5900.4999  0.2705 
   00284    0.5072   -5821.6095  0.2638 
   00285    0.5148   -5859.6523  0.2517 
   00286    0.4896   -5880.5590  0.2599 
   00287    0.4968   -5780.8673  0.2599 
   00288    0.4980   -5766.0887  0.2723 
   00289    0.5036   -5740.9732  0.2710 
   00290    0.5000   -5803.0872  0.2619 
   00291    0.5040   -5838.3855  0.2718 
   00292    0.5032   -5764.0525  0.2764 
   00293    0.4968   -5708.7219  0.2781 
   00294    0.5036   -5738.7500  0.2832 
   00295    0.4928   -5847.6470  0.2807 
   00296    0.5100   -5830.8086  0.2862 
   00297    0.4912   -5870.4089  0.2909 
   00298    0.4956   -5930.2283  0.2925 
   00299    0.4800   -5854.9010  0.2974 
   00300    0.4916   -5861.6579  0.3080 
   00301    0.5028   -5942.2342  0.3085 
   00302    0.4960   -5950.8497  0.3078 
   00303    0.5032   -5874.1625  0.3150 
   00304    0.4856   -5879.9699  0.2951 
   00305    0.4964   -5909.3056  0.2814 
   00306    0.4884   -5879.1236  0.2773 
   00307    0.4900   -5936.4831  0.2894 
   00308    0.4768   -5889.8224  0.2951 
   00309    0.4900   -5833.2883  0.2916 
   00310    0.5032   -5915.5927  0.2787 
   00311    0.4944   -5892.6748  0.2830 
   00312    0.4948   -5901.0527  0.2661 
   00313    0.4816   -5927.6172  0.2720 
   00314    0.5080   -5898.7525  0.2865 
   00315    0.5048   -5921.9939  0.2980 
   00316    0.4884   -5953.0729  0.2934 
   00317    0.4748   -5859.9538  0.2774 
   00318    0.4960   -5886.0433  0.2768 
   00319    0.4852   -5954.5039  0.2776 
   00320    0.4900   -5918.3771  0.2738 
   00321    0.4896   -6003.4606  0.2720 
   00322    0.4860   -6059.5015  0.2811 
   00323    0.4680   -6021.1016  0.2902 
   00324    0.4800   -6074.0732  0.2955 
   00325    0.4816   -6049.7407  0.3013 
   00326    0.5040   -5871.2200  0.2968 
   00327    0.4968   -5869.6378  0.3103 
   00328    0.4832   -5947.7067  0.3129 
   00329    0.4916   -5847.5090  0.2971 
   00330    0.4908   -5856.3570  0.3057 
   00331    0.4756   -5996.4159  0.3057 
   00332    0.4768   -6034.8391  0.3158 
   00333    0.4804   -6057.8377  0.2960 
   00334    0.4872   -6065.4180  0.3035 
   00335    0.5008   -6040.2400  0.2909 
   00336    0.4820   -6061.9897  0.2942 
   00337    0.4748   -5951.3129  0.2939 
   00338    0.4868   -5916.5197  0.2981 
   00339    0.5028   -5862.8912  0.3012 
   00340    0.5008   -5828.5052  0.3001 
   00341    0.5136   -5922.4246  0.2977 
   00342    0.4784   -5831.2985  0.2956 
   00343    0.4916   -5809.6044  0.2948 
   00344    0.4872   -5801.1131  0.2954 
   00345    0.4960   -5872.7452  0.2980 
   00346    0.4996   -5864.4231  0.2778 
   00347    0.4980   -5882.1053  0.2675 
   00348    0.5136   -5830.4753  0.2697 
   00349    0.4964   -5895.6725  0.2807 
   00350    0.4804   -5860.0969  0.2764 
   00351    0.5152   -5920.7372  0.2785 
   00352    0.4932   -5910.4720  0.2894 
   00353    0.4764   -6012.6605  0.2828 
   00354    0.4884   -6078.2052  0.2975 
   00355    0.4760   -6041.2962  0.2873 
   00356    0.4816   -6063.5110  0.3025 
   00357    0.4848   -5997.1141  0.3057 
   00358    0.4816   -5907.2344  0.3161 
   00359    0.4884   -5998.5023  0.3110 
   00360    0.4864   -5973.3698  0.3130 
   00361    0.4756   -5910.1470  0.3227 
   00362    0.4888   -5965.0865  0.3168 
   00363    0.5012   -5942.5049  0.3109 
   00364    0.4904   -5942.3162  0.3002 
   00365    0.4996   -5867.4333  0.2818 
   00366    0.4808   -5784.6210  0.2761 
   00367    0.4924   -5778.3061  0.2817 
   00368    0.5016   -5781.9288  0.2764 
   00369    0.4976   -5887.0808  0.2767 
   00370    0.4844   -5819.9224  0.2660 
   00371    0.5064   -5763.4438  0.2652 
   00372    0.4892   -5817.9467  0.2538 
   00373    0.5044   -5912.2026  0.2669 
   00374    0.4960   -5962.5165  0.2607 
   00375    0.4948   -5905.3944  0.2647 
   00376    0.4860   -5925.0073  0.2660 
   00377    0.4992   -5881.5393  0.2643 
   00378    0.5080   -5890.5088  0.2728 
   00379    0.4888   -5931.6702  0.2615 
   00380    0.4976   -5932.3662  0.2723 
   00381    0.4908   -5931.4589  0.2752 
   00382    0.4968   -5928.2502  0.2743 
   00383    0.4980   -5966.7121  0.2835 
   00384    0.4800   -6087.2779  0.2902 
   00385    0.4912   -5947.1299  0.2953 
   00386    0.4928   -5973.0907  0.3037 
