#=====================================================
# File created:        Mon-11-Mar-2024-at-06-00-00PM
# Size of lattice:     100x100
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        35.823799
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10041.2578  0.2502 
   00001    0.6737  -14756.3799  0.2548 
   00002    0.6199  -17781.2129  0.2573 
   00003    0.5831  -20015.6973  0.2529 
   00004    0.5643  -21777.7891  0.2530 
   00005    0.5347  -23078.3828  0.2583 
   00006    0.5243  -24221.3262  0.2566 
   00007    0.5142  -25172.5508  0.2550 
   00008    0.5031  -25965.8203  0.2556 
   00009    0.4974  -26674.6816  0.2573 
   00010    0.4874  -27280.2871  0.2586 
   00011    0.4793  -27818.9512  0.2587 
   00012    0.4748  -28149.8281  0.2588 
   00013    0.4745  -28539.9023  0.2612 
   00014    0.4609  -28911.8750  0.2573 
   00015    0.4630  -29107.0801  0.2577 
   00016    0.4683  -29353.4883  0.2572 
   00017    0.4656  -29687.6191  0.2564 
   00018    0.4622  -29927.8965  0.2572 
   00019    0.4507  -30100.6270  0.2563 
   00020    0.4456  -30254.4258  0.2572 
   00021    0.4485  -30478.4980  0.2606 
   00022    0.4421  -30706.2109  0.2583 
   00023    0.4388  -30777.8477  0.2590 
   00024    0.4519  -30936.9531  0.2607 
   00025    0.4380  -31131.2910  0.2563 
   00026    0.4365  -31219.5059  0.2556 
   00027    0.4354  -31383.2324  0.2552 
   00028    0.4396  -31493.9434  0.2576 
   00029    0.4406  -31425.4141  0.2573 
   00030    0.4436  -31528.7734  0.2578 
   00031    0.4288  -31605.6270  0.2592 
   00032    0.4422  -31651.5273  0.2575 
   00033    0.4266  -31710.6934  0.2593 
   00034    0.4247  -31694.3926  0.2597 
   00035    0.4302  -31773.1426  0.2598 
   00036    0.4287  -31851.4727  0.2623 
   00037    0.4298  -31848.7754  0.2634 
   00038    0.4245  -31906.0273  0.2648 
   00039    0.4391  -32002.4121  0.2660 
   00040    0.4327  -32032.9590  0.2648 
   00041    0.4236  -32057.2090  0.2645 
   00042    0.4403  -32186.3730  0.2622 
   00043    0.4353  -32107.8438  0.2623 
   00044    0.4357  -32115.2090  0.2631 
   00045    0.4332  -32131.0293  0.2640 
   00046    0.4373  -32195.5020  0.2654 
   00047    0.4252  -32151.2109  0.2668 
   00048    0.4340  -32310.7852  0.2643 
   00049    0.4263  -32327.7617  0.2641 
   00050    0.4300  -32248.1953  0.2623 
   00051    0.4145  -32396.1758  0.2632 
   00052    0.4276  -32383.5352  0.2617 
   00053    0.4224  -32470.6133  0.2605 
   00054    0.4300  -32560.2520  0.2612 
   00055    0.4349  -32580.2383  0.2618 
   00056    0.4215  -32694.3770  0.2611 
   00057    0.4270  -32690.3184  0.2595 
   00058    0.4217  -32594.6738  0.2618 
   00059    0.4239  -32632.1426  0.2584 
   00060    0.4228  -32755.1113  0.2555 
   00061    0.4164  -32817.1133  0.2563 
   00062    0.4309  -32765.4355  0.2590 
   00063    0.4170  -32798.6328  0.2593 
   00064    0.4248  -32805.7500  0.2601 
   00065    0.4191  -32787.6211  0.2620 
   00066    0.4151  -32863.7891  0.2641 
   00067    0.4205  -32813.8164  0.2633 
   00068    0.4155  -32856.3008  0.2649 
   00069    0.4267  -32936.6719  0.2668 
   00070    0.4200  -32942.1055  0.2658 
   00071    0.4166  -32903.4102  0.2665 
   00072    0.4145  -32849.5000  0.2679 
   00073    0.4201  -32890.7969  0.2684 
   00074    0.4149  -32958.7500  0.2676 
   00075    0.4290  -32938.2500  0.2662 
   00076    0.4252  -32935.1094  0.2654 
   00077    0.4211  -32994.8633  0.2668 
   00078    0.4178  -32977.9375  0.2667 
   00079    0.4156  -33005.3516  0.2676 
   00080    0.4243  -33003.7266  0.2708 
   00081    0.4196  -32944.3203  0.2708 
   00082    0.4234  -32979.6133  0.2726 
   00083    0.4225  -32962.2344  0.2723 
   00084    0.4243  -33048.1758  0.2748 
   00085    0.4161  -33067.1016  0.2736 
   00086    0.4177  -33065.9336  0.2721 
   00087    0.4220  -33122.8555  0.2726 
   00088    0.4171  -33140.0859  0.2675 
   00089    0.4238  -33162.4414  0.2674 
   00090    0.4083  -33255.8242  0.2691 
   00091    0.4163  -33238.1641  0.2684 
   00092    0.4215  -33181.3750  0.2732 
   00093    0.4139  -33239.8320  0.2759 
   00094    0.4202  -33285.2227  0.2729 
   00095    0.4202  -33277.8633  0.2775 
   00096    0.4189  -33169.8828  0.2805 
   00097    0.4169  -33147.8398  0.2803 
   00098    0.4212  -33156.4180  0.2827 
   00099    0.4179  -33223.2930  0.2822 
   00100    0.4176  -33196.3359  0.2852 
