#=====================================================
# File created:        Tue-12-Mar-2024-at-11-35-05AM
# Size of lattice:     50x50
# Number of MC steps:  300
# Reduced temperature: 1.000
# Run time (s):        10.582796
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2753.5847  0.2566 
   00001    0.6840   -3877.2792  0.2538 
   00002    0.6180   -4414.1335  0.2575 
   00003    0.6084   -4684.3910  0.2538 
   00004    0.5456   -5027.8566  0.2505 
   00005    0.5512   -5151.0121  0.2529 
   00006    0.5452   -5252.2723  0.2574 
   00007    0.5244   -5354.1925  0.2585 
   00008    0.5264   -5524.2099  0.2571 
   00009    0.5128   -5516.7290  0.2575 
   00010    0.5068   -5598.4554  0.2545 
   00011    0.5168   -5693.8689  0.2544 
   00012    0.5208   -5716.4482  0.2517 
   00013    0.5012   -5769.2505  0.2536 
   00014    0.5004   -5688.1765  0.2535 
   00015    0.4896   -5655.0054  0.2532 
   00016    0.4980   -5741.6642  0.2512 
   00017    0.5100   -5712.3893  0.2548 
   00018    0.5244   -5667.8978  0.2542 
   00019    0.5156   -5644.1842  0.2524 
   00020    0.5176   -5636.7709  0.2528 
   00021    0.5068   -5732.2630  0.2563 
   00022    0.5024   -5679.9479  0.2572 
   00023    0.4988   -5765.0758  0.2614 
   00024    0.5060   -5797.5856  0.2612 
   00025    0.5020   -5773.8063  0.2612 
   00026    0.5132   -5841.5429  0.2626 
   00027    0.4828   -5829.3093  0.2627 
   00028    0.4860   -5862.6453  0.2621 
   00029    0.4936   -5855.9472  0.2606 
   00030    0.5120   -5817.2890  0.2623 
   00031    0.5128   -5836.8368  0.2641 
   00032    0.5008   -5775.6418  0.2639 
   00033    0.4948   -5775.6732  0.2620 
   00034    0.5132   -5687.8773  0.2615 
   00035    0.5124   -5774.7342  0.2673 
   00036    0.5120   -5804.4209  0.2643 
   00037    0.4928   -5782.7388  0.2629 
   00038    0.4900   -5843.4112  0.2617 
   00039    0.4924   -5835.9949  0.2627 
   00040    0.4900   -5778.1168  0.2666 
   00041    0.4940   -5767.5973  0.2670 
   00042    0.4836   -5733.2146  0.2647 
