#=====================================================
# File created:        Tue-12-Mar-2024-at-09-36-47AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 1.000
# Run time (s):        78.277546
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2336.3030  0.2617 
   00001    0.6956   -3690.1725  0.2644 
   00002    0.6360   -4472.2351  0.2517 
   00003    0.5852   -4846.3357  0.2704 
   00004    0.5660   -5075.7047  0.2713 
   00005    0.5456   -5234.9609  0.2674 
   00006    0.5228   -5300.3925  0.2715 
   00007    0.5212   -5349.5825  0.2613 
   00008    0.5292   -5416.8275  0.2636 
   00009    0.5312   -5531.5478  0.2711 
   00010    0.5288   -5581.3414  0.2629 
   00011    0.5200   -5616.7624  0.2616 
   00012    0.5196   -5595.9129  0.2725 
   00013    0.5072   -5628.7114  0.2583 
   00014    0.5036   -5712.6269  0.2560 
   00015    0.4968   -5742.4191  0.2664 
   00016    0.5044   -5802.8325  0.2730 
   00017    0.5004   -5827.9257  0.2700 
   00018    0.4876   -5784.4282  0.2884 
   00019    0.4980   -5705.4186  0.3024 
   00020    0.5200   -5854.9886  0.3152 
   00021    0.5152   -5742.8561  0.3083 
   00022    0.5088   -5776.9452  0.3191 
   00023    0.5100   -5834.9439  0.3151 
   00024    0.4784   -5915.3362  0.3171 
   00025    0.4928   -5900.5061  0.3154 
   00026    0.5060   -5884.5808  0.3022 
   00027    0.4816   -5851.0928  0.3091 
   00028    0.5040   -5952.2396  0.3028 
   00029    0.4896   -5925.3691  0.3149 
   00030    0.4924   -5939.1676  0.3059 
   00031    0.4812   -5992.3057  0.3208 
   00032    0.4800   -5990.8929  0.3153 
   00033    0.4724   -5984.6404  0.3237 
   00034    0.4896   -5945.3315  0.3222 
   00035    0.4796   -5918.4560  0.3198 
   00036    0.4896   -5839.6115  0.3100 
   00037    0.5016   -5827.6747  0.3136 
   00038    0.4940   -5831.4934  0.3103 
   00039    0.5000   -5810.4532  0.3113 
   00040    0.5156   -5779.3951  0.3080 
   00041    0.4912   -5833.6936  0.3118 
   00042    0.4884   -5904.2352  0.3055 
   00043    0.5084   -5819.6901  0.3091 
   00044    0.4932   -5796.9662  0.3145 
   00045    0.4748   -5803.2785  0.3166 
   00046    0.5108   -5835.1149  0.3054 
   00047    0.4796   -5860.6329  0.2987 
   00048    0.4788   -5847.5781  0.3017 
   00049    0.5076   -5825.5615  0.3047 
   00050    0.4964   -5782.5187  0.3076 
   00051    0.5084   -5734.0624  0.3103 
   00052    0.5224   -5691.6516  0.3059 
   00053    0.5224   -5670.5040  0.3078 
   00054    0.4920   -5763.1449  0.3088 
   00055    0.5096   -5739.9413  0.3087 
   00056    0.4988   -5778.2863  0.3044 
   00057    0.4872   -5834.1475  0.3116 
   00058    0.4896   -5900.0668  0.3079 
   00059    0.4884   -5896.1618  0.3177 
   00060    0.4752   -5969.5950  0.3174 
   00061    0.4936   -5946.8710  0.3113 
   00062    0.4912   -5907.9349  0.3023 
   00063    0.4864   -5890.3989  0.2964 
   00064    0.4940   -5834.1965  0.2932 
   00065    0.4788   -5863.4066  0.2976 
   00066    0.5056   -5767.6439  0.2916 
   00067    0.5052   -5734.8953  0.2944 
   00068    0.5072   -5720.8937  0.2865 
   00069    0.4924   -5765.3848  0.2795 
   00070    0.4952   -5780.9513  0.2818 
   00071    0.4920   -5784.3952  0.2810 
   00072    0.5156   -5696.5054  0.2941 
   00073    0.4980   -5763.9855  0.2868 
   00074    0.4996   -5822.8289  0.2778 
   00075    0.4872   -5880.2353  0.2644 
   00076    0.4824   -5899.9297  0.2893 
   00077    0.4748   -5923.8988  0.2886 
   00078    0.4940   -5873.7524  0.2914 
   00079    0.4992   -6001.8211  0.3001 
   00080    0.4852   -5977.8229  0.3021 
   00081    0.4860   -5838.9278  0.3009 
   00082    0.4928   -5887.8467  0.3012 
   00083    0.4864   -5896.3868  0.3049 
   00084    0.4892   -5919.6509  0.3024 
   00085    0.5048   -6057.0466  0.2874 
   00086    0.4848   -6007.0043  0.3005 
   00087    0.5020   -5997.1397  0.3027 
   00088    0.4872   -6026.8958  0.3013 
   00089    0.4924   -5969.5425  0.2893 
   00090    0.4892   -5910.4456  0.2764 
   00091    0.4812   -5992.1515  0.2740 
   00092    0.4928   -5930.5192  0.2756 
   00093    0.4936   -5984.7822  0.2771 
   00094    0.4792   -5970.3004  0.2787 
   00095    0.5036   -5883.6754  0.2783 
   00096    0.4892   -5899.3268  0.2695 
   00097    0.4928   -5890.4423  0.2759 
   00098    0.4684   -5996.6971  0.2942 
   00099    0.4836   -5907.3501  0.3015 
   00100    0.4780   -5875.6338  0.2859 
   00101    0.5004   -5859.7110  0.2898 
   00102    0.5108   -5797.9856  0.2756 
   00103    0.5112   -5815.9934  0.2690 
   00104    0.5008   -5871.4819  0.2774 
   00105    0.4864   -5906.8408  0.2874 
   00106    0.5052   -5879.4630  0.2723 
   00107    0.4880   -5880.8542  0.2641 
   00108    0.4980   -5862.5279  0.2746 
   00109    0.5160   -5928.2444  0.2691 
   00110    0.5024   -5933.1617  0.2575 
   00111    0.4996   -5890.3517  0.2553 
   00112    0.4796   -5870.6228  0.2568 
   00113    0.4932   -5862.7938  0.2566 
   00114    0.4928   -5875.8888  0.2534 
   00115    0.4936   -5843.3894  0.2581 
   00116    0.5028   -5894.2460  0.2668 
   00117    0.4808   -5906.1945  0.2685 
   00118    0.5076   -5766.8138  0.2664 
   00119    0.5196   -5725.3998  0.2658 
   00120    0.5044   -5841.8415  0.2579 
   00121    0.5300   -5904.6920  0.2604 
   00122    0.5036   -5761.5755  0.2539 
   00123    0.4836   -5853.7936  0.2569 
   00124    0.4892   -5906.8192  0.2574 
   00125    0.4980   -5888.1800  0.2606 
   00126    0.4976   -5875.0503  0.2531 
   00127    0.4968   -5851.0880  0.2663 
   00128    0.5092   -5866.5801  0.2578 
   00129    0.4912   -5855.0818  0.2720 
   00130    0.4864   -5830.4574  0.2872 
   00131    0.5036   -5881.2956  0.2903 
   00132    0.4844   -5897.1221  0.2828 
   00133    0.4976   -5988.9763  0.2897 
   00134    0.4756   -5881.4901  0.2898 
   00135    0.4780   -5883.2818  0.2934 
   00136    0.4832   -5937.0477  0.2968 
   00137    0.4908   -5884.8382  0.2929 
   00138    0.4912   -5971.6013  0.2814 
   00139    0.4920   -5966.5376  0.2712 
   00140    0.4744   -5995.1698  0.2771 
   00141    0.4940   -6038.4457  0.2842 
   00142    0.5012   -6066.1655  0.2803 
   00143    0.4992   -6035.4593  0.2941 
   00144    0.5072   -6028.7962  0.2977 
   00145    0.4844   -5993.3645  0.3094 
   00146    0.4880   -5939.0608  0.2944 
   00147    0.4928   -5798.4461  0.2928 
   00148    0.5116   -5837.0006  0.2939 
   00149    0.5032   -5820.4356  0.2931 
   00150    0.4984   -5789.3957  0.2973 
   00151    0.5012   -5777.3766  0.3057 
   00152    0.4948   -5714.6824  0.2933 
   00153    0.5028   -5841.2375  0.2972 
   00154    0.5132   -6031.5494  0.3028 
   00155    0.4764   -5920.6080  0.3092 
   00156    0.4956   -5908.9559  0.3230 
   00157    0.4944   -5899.8308  0.3222 
   00158    0.4932   -6048.1746  0.3212 
   00159    0.4668   -6098.8761  0.3194 
   00160    0.4808   -5998.6999  0.3065 
   00161    0.4792   -6065.5673  0.3056 
   00162    0.4872   -6032.8755  0.2998 
   00163    0.4812   -5894.6205  0.2860 
   00164    0.4900   -5914.2165  0.2814 
   00165    0.5012   -5899.2635  0.2970 
   00166    0.4940   -5862.4518  0.2886 
   00167    0.5072   -5856.0543  0.2791 
   00168    0.5160   -5866.2360  0.2868 
   00169    0.4980   -5859.7057  0.2795 
   00170    0.5100   -5898.2605  0.2733 
   00171    0.4908   -5863.9774  0.2573 
   00172    0.4900   -5996.4581  0.2730 
   00173    0.4732   -5969.6517  0.2751 
   00174    0.4832   -5893.5077  0.2709 
   00175    0.4988   -5899.0650  0.2784 
   00176    0.5044   -5879.3213  0.2742 
   00177    0.5076   -5750.9818  0.2994 
   00178    0.4776   -5768.3938  0.2943 
   00179    0.4988   -5814.3234  0.2939 
   00180    0.5024   -5916.8240  0.2973 
   00181    0.4876   -5870.0920  0.2958 
