#=====================================================
# File created:        Sat-09-Mar-2024-at-11-35-08AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.050845
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2453.8383  0.2638 
   00001    0.6820   -3739.7828  0.2619 
   00002    0.6216   -4548.1229  0.2667 
   00003    0.5660   -5116.6272  0.2619 
   00004    0.5592   -5559.5510  0.2595 
   00005    0.5288   -5917.6996  0.2691 
   00006    0.5080   -6185.9856  0.2736 
   00007    0.4888   -6440.6555  0.2630 
   00008    0.4924   -6580.6786  0.2621 
   00009    0.4876   -6821.5088  0.2592 
   00010    0.4664   -6943.9837  0.2610 
   00011    0.4884   -7033.8915  0.2528 
   00012    0.4380   -7176.2117  0.2531 
   00013    0.4768   -7245.1855  0.2607 
   00014    0.4404   -7333.3629  0.2584 
   00015    0.4676   -7418.8866  0.2562 
   00016    0.4524   -7471.1749  0.2557 
   00017    0.4484   -7564.5522  0.2555 
   00018    0.4572   -7597.8421  0.2567 
   00019    0.4380   -7677.7569  0.2573 
   00020    0.4664   -7735.6552  0.2540 
   00021    0.4380   -7741.7645  0.2571 
   00022    0.4140   -7781.7551  0.2651 
   00023    0.4364   -7835.5219  0.2626 
   00024    0.4308   -7863.5289  0.2624 
   00025    0.4400   -7876.3776  0.2614 
   00026    0.4228   -7915.2181  0.2600 
   00027    0.4272   -7899.1422  0.2568 
   00028    0.4344   -7875.6316  0.2559 
   00029    0.4328   -7896.2438  0.2584 
   00030    0.4480   -7968.5387  0.2662 
   00031    0.4316   -8030.4189  0.2698 
   00032    0.4212   -7988.9926  0.2777 
   00033    0.4412   -8019.3127  0.2756 
   00034    0.4416   -8066.0594  0.2785 
   00035    0.4260   -8077.8722  0.2758 
   00036    0.4272   -8070.5672  0.2726 
   00037    0.4152   -8035.4807  0.2735 
   00038    0.4332   -8041.3113  0.2674 
   00039    0.4416   -8042.7957  0.2714 
   00040    0.4364   -8037.8943  0.2810 
   00041    0.4192   -7989.5058  0.2812 
   00042    0.4292   -8072.1200  0.2850 
   00043    0.4108   -8097.5473  0.2864 
   00044    0.4332   -8110.8528  0.2947 
   00045    0.4200   -8085.2599  0.2898 
   00046    0.4180   -8109.1454  0.2947 
   00047    0.4320   -8087.9744  0.2930 
   00048    0.4268   -8122.8414  0.2978 
   00049    0.4196   -8154.5817  0.2941 
   00050    0.4316   -8136.0445  0.2907 
