#=====================================================
# File created:        Tue-12-Mar-2024-at-10-54-56AM
# Size of lattice:     50x50
# Number of MC steps:  900
# Reduced temperature: 1.000
# Run time (s):        22.929090
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2479.6634  0.2563 
   00001    0.7156   -3911.5937  0.2679 
   00002    0.6080   -4385.8940  0.2702 
   00003    0.5820   -4798.2129  0.2691 
   00004    0.5760   -4978.3461  0.2677 
   00005    0.5304   -5126.5693  0.2728 
   00006    0.5560   -5189.9256  0.2750 
   00007    0.5244   -5404.3103  0.2870 
   00008    0.5380   -5611.7923  0.2839 
   00009    0.5132   -5630.1471  0.2929 
   00010    0.5048   -5641.3550  0.2969 
   00011    0.5240   -5609.3768  0.2937 
   00012    0.5052   -5621.4801  0.3019 
   00013    0.5132   -5664.8513  0.3049 
   00014    0.5260   -5585.6723  0.3133 
   00015    0.5076   -5592.4592  0.3041 
   00016    0.5084   -5612.3917  0.2977 
   00017    0.5120   -5658.6014  0.2967 
   00018    0.4928   -5671.9430  0.3024 
   00019    0.5196   -5730.0766  0.2982 
   00020    0.4956   -5783.4555  0.3014 
   00021    0.5108   -5776.1628  0.3074 
   00022    0.5048   -5708.6156  0.3100 
   00023    0.5068   -5678.2222  0.3162 
   00024    0.4968   -5704.8846  0.3147 
   00025    0.5028   -5757.7719  0.3059 
   00026    0.4896   -5795.2650  0.3108 
   00027    0.4928   -5861.4435  0.3120 
   00028    0.5032   -5845.8328  0.3018 
   00029    0.4948   -5872.5722  0.2919 
   00030    0.4988   -5846.0918  0.2674 
   00031    0.4908   -5858.7189  0.2703 
   00032    0.5088   -5720.9307  0.2679 
   00033    0.5100   -5786.4650  0.2760 
   00034    0.5128   -5819.0377  0.2776 
   00035    0.4916   -5834.3288  0.2663 
   00036    0.5104   -5864.1229  0.2704 
   00037    0.5120   -5740.8941  0.2581 
   00038    0.5120   -5741.2353  0.2577 
   00039    0.4904   -5887.0788  0.2585 
   00040    0.4932   -5977.5180  0.2804 
   00041    0.5004   -6013.4015  0.2817 
   00042    0.4720   -5990.9692  0.2828 
   00043    0.4848   -5928.2451  0.2827 
   00044    0.4840   -5948.1214  0.2777 
   00045    0.4980   -6052.0036  0.2716 
   00046    0.4804   -5985.3121  0.2832 
   00047    0.4884   -6000.1482  0.2844 
   00048    0.4928   -5989.8216  0.2905 
   00049    0.5120   -6036.6291  0.3014 
   00050    0.4712   -6044.9079  0.2996 
   00051    0.4624   -5957.7789  0.3137 
   00052    0.4936   -5957.8863  0.3204 
   00053    0.5044   -5873.6724  0.3175 
   00054    0.4920   -5834.5076  0.3107 
   00055    0.4828   -5873.1875  0.3256 
   00056    0.4928   -5831.6451  0.3142 
   00057    0.4968   -5926.8287  0.3098 
   00058    0.5028   -5901.0203  0.3172 
   00059    0.5036   -5853.7869  0.3150 
   00060    0.4992   -5791.8606  0.3059 
   00061    0.4976   -5850.3509  0.2988 
   00062    0.4888   -5848.6071  0.2979 
   00063    0.4840   -5789.8033  0.2786 
   00064    0.5116   -5770.4854  0.2859 
   00065    0.4692   -5891.7486  0.2879 
   00066    0.5000   -5948.3105  0.3040 
   00067    0.4940   -5863.4939  0.2940 
   00068    0.4952   -5830.2232  0.2770 
   00069    0.4792   -5833.5232  0.2818 
   00070    0.5088   -5815.3315  0.2721 
   00071    0.4972   -5852.2124  0.2613 
   00072    0.5136   -5859.3390  0.2607 
   00073    0.4984   -5927.9786  0.2701 
   00074    0.4828   -5928.7917  0.2624 
   00075    0.4944   -5808.4013  0.2663 
   00076    0.4916   -5819.6477  0.2719 
   00077    0.5028   -5736.2719  0.2590 
   00078    0.5348   -5760.0094  0.2577 
   00079    0.4976   -5856.6323  0.2544 
   00080    0.5044   -5862.5869  0.2545 
   00081    0.4816   -5844.2735  0.2681 
   00082    0.4916   -5975.2850  0.2585 
   00083    0.4876   -5945.6488  0.2675 
   00084    0.4700   -5930.0229  0.2619 
   00085    0.5148   -5935.1898  0.2625 
   00086    0.4840   -5945.1912  0.2563 
   00087    0.4756   -5949.2516  0.2518 
   00088    0.4928   -5989.0955  0.2609 
   00089    0.4940   -5938.5702  0.2551 
   00090    0.4800   -5821.6088  0.2591 
   00091    0.4904   -5845.0999  0.2605 
   00092    0.5128   -5824.1157  0.2611 
   00093    0.4804   -5901.1556  0.2579 
   00094    0.4804   -5932.0903  0.2552 
   00095    0.4708   -5985.0462  0.2638 
   00096    0.4856   -6020.7957  0.2566 
   00097    0.4828   -5966.5091  0.2575 
   00098    0.4824   -5960.3850  0.2650 
   00099    0.4908   -5846.5220  0.2720 
   00100    0.4912   -5874.8358  0.2693 
   00101    0.4972   -5865.8095  0.2728 
   00102    0.5068   -5849.9931  0.2733 
   00103    0.5080   -5800.4985  0.2728 
   00104    0.5048   -5779.3794  0.2682 
   00105    0.5072   -5895.6217  0.2700 
   00106    0.4876   -5897.5927  0.2791 
   00107    0.4984   -5833.7894  0.2845 
   00108    0.5216   -5807.2354  0.2852 
   00109    0.4980   -5911.6635  0.2805 
   00110    0.4924   -5992.2366  0.2856 
   00111    0.4772   -5951.0063  0.2766 
   00112    0.5008   -5889.2663  0.2833 
   00113    0.4824   -5827.8744  0.2824 
   00114    0.5084   -5825.6721  0.2818 
   00115    0.4924   -5826.5952  0.2859 
   00116    0.4624   -5919.3470  0.2740 
   00117    0.4996   -5910.5340  0.2758 
   00118    0.4640   -5921.6843  0.2716 
   00119    0.4976   -5959.6728  0.2718 
   00120    0.4832   -5892.8094  0.2745 
   00121    0.4796   -5882.0908  0.2682 
   00122    0.4952   -5807.2671  0.2554 
   00123    0.4824   -5919.1081  0.2717 
   00124    0.4932   -5964.8855  0.2648 
   00125    0.4804   -5997.4811  0.2580 
   00126    0.4924   -5954.1284  0.2621 
   00127    0.4832   -5940.5519  0.2599 
   00128    0.4976   -5961.6342  0.2567 
   00129    0.5000   -5849.7305  0.2637 
   00130    0.4804   -5892.9237  0.2567 
   00131    0.4920   -5838.1779  0.2710 
   00132    0.4772   -5876.0834  0.2649 
   00133    0.4888   -5890.1757  0.2635 
   00134    0.4840   -5942.0818  0.2682 
   00135    0.5032   -5864.7917  0.2708 
   00136    0.5008   -5917.5152  0.2594 
   00137    0.4876   -5912.5116  0.2784 
   00138    0.4968   -5930.3147  0.2740 
   00139    0.4976   -5826.7106  0.2726 
   00140    0.4960   -5808.9033  0.2675 
   00141    0.4852   -5821.3107  0.2725 
   00142    0.4904   -5796.7622  0.2723 
   00143    0.4924   -5799.4179  0.2675 
   00144    0.4876   -5824.7456  0.2534 
   00145    0.4924   -5806.0546  0.2695 
   00146    0.4856   -5864.9697  0.2822 
   00147    0.5096   -5651.4204  0.2774 
   00148    0.5012   -5673.0112  0.2872 
   00149    0.4896   -5713.5366  0.2947 
   00150    0.5136   -5679.3672  0.2830 
   00151    0.5040   -5726.5517  0.2886 
   00152    0.5044   -5753.3431  0.2752 
   00153    0.5216   -5736.8787  0.2848 
   00154    0.4928   -5759.6079  0.2850 
   00155    0.5052   -5764.9006  0.2811 
   00156    0.5144   -5744.5241  0.2747 
   00157    0.5140   -5710.9140  0.2774 
   00158    0.5148   -5690.9630  0.2790 
   00159    0.5104   -5709.1005  0.2823 
   00160    0.5128   -5648.4780  0.2825 
   00161    0.5044   -5605.0595  0.2856 
   00162    0.5004   -5622.1630  0.2895 
   00163    0.5132   -5560.5142  0.2819 
   00164    0.5312   -5618.0827  0.2892 
   00165    0.5032   -5679.8573  0.2925 
   00166    0.5196   -5665.2432  0.2901 
   00167    0.5172   -5707.3945  0.2859 
   00168    0.4944   -5723.7630  0.2997 
   00169    0.5104   -5692.6592  0.2873 
   00170    0.5312   -5726.8379  0.2820 
   00171    0.4984   -5780.0333  0.2730 
   00172    0.4860   -5842.2217  0.2727 
   00173    0.4844   -5866.2267  0.2776 
   00174    0.4856   -5799.8350  0.2720 
   00175    0.5048   -5823.0480  0.2795 
   00176    0.5132   -5856.1253  0.2877 
   00177    0.4956   -5817.2135  0.2901 
   00178    0.4960   -5790.3061  0.2683 
   00179    0.4816   -5776.8244  0.2625 
   00180    0.4900   -5854.7060  0.2576 
   00181    0.4900   -5916.0344  0.2608 
   00182    0.4828   -5927.6837  0.2683 
   00183    0.4820   -5911.5239  0.2719 
   00184    0.4968   -5918.2687  0.2794 
   00185    0.4832   -5914.4881  0.2957 
   00186    0.4984   -5834.9592  0.3020 
   00187    0.4884   -5828.8654  0.2956 
   00188    0.4988   -5806.8899  0.2888 
   00189    0.4848   -5801.3281  0.3003 
   00190    0.5004   -5742.0046  0.3079 
   00191    0.5280   -5784.2058  0.3116 
   00192    0.5008   -5763.8080  0.3200 
   00193    0.4856   -5813.2315  0.3126 
   00194    0.4944   -5911.6214  0.3316 
   00195    0.4984   -6011.8316  0.3444 
   00196    0.4924   -5872.2709  0.3337 
   00197    0.4952   -5949.5691  0.3302 
   00198    0.4952   -5915.8447  0.3430 
   00199    0.5020   -5901.7738  0.3345 
   00200    0.4940   -5939.5605  0.3379 
   00201    0.5064   -5933.5306  0.3329 
   00202    0.4972   -5870.0665  0.3268 
   00203    0.4892   -5792.2854  0.3302 
   00204    0.5092   -5863.9733  0.3370 
   00205    0.5060   -5870.4560  0.3449 
   00206    0.4780   -5924.8544  0.3464 
   00207    0.5028   -5992.6359  0.3542 
   00208    0.4996   -5949.5540  0.3610 
   00209    0.4792   -6034.8341  0.3638 
   00210    0.4728   -6081.0575  0.3830 
   00211    0.4856   -6054.4427  0.3729 
   00212    0.4892   -6136.4241  0.3745 
   00213    0.4916   -6121.9448  0.3855 
   00214    0.4940   -5967.1534  0.3721 
   00215    0.4760   -6020.8031  0.3626 
   00216    0.4736   -5988.0793  0.3614 
   00217    0.4848   -6063.8119  0.3501 
