LebwohlLasher: Size: 150, Steps: 150, T*: 0.500: Order: 0.281, Time: 80.334899 s
         2326740 function calls (2302657 primitive calls) in 107.440 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      929    0.001    0.000    0.009    0.000 artist.py:1546(is_alias)
      138    0.001    0.000    0.002    0.000 _base.py:844(<dictcomp>)
       18    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
       25    0.001    0.000    0.040    0.002 _backend_tk.py:293(motion_notify_event)
       30    0.001    0.000    0.001    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      519    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
      208    0.001    0.000    0.001    0.000 enum.py:938(__and__)
      468    0.000    0.000    0.021    0.000 artist.py:147(<lambda>)
      249    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(all)
      322    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
      300    0.000    0.000    0.004    0.000 fromnumeric.py:2955(prod)
     1797    0.000    0.000    0.001    0.000 inspect.py:158(isfunction)
     1288    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
      151    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(empty_like)
       18    0.000    0.000    0.003    0.000 {built-in method builtins.eval}
      409    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:147(__enter__)
      419    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      112    0.000    0.000    0.184    0.002 artist.py:1841(kwdoc)
     2375    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       24    0.000    0.000    0.002    0.000 ticker.py:705(_compute_offset)
     1286    0.000    0.000    0.000    0.000 __init__.py:658(_set)
       58    0.000    0.000    0.001    0.000 font_manager.py:1493(get_font)
      171    0.000    0.000    0.003    0.000 {method 'all' of 'numpy.ndarray' objects}
  508/272    0.000    0.000    0.001    0.000 transforms.py:2413(<lambda>)
     1098    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     1163    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
     1681    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      714    0.000    0.000    0.022    0.000 inspect.py:3103(signature)
      378    0.000    0.000    0.086    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
      286    0.000    0.000    0.001    0.000 text.py:1249(set_verticalalignment)
