#=====================================================
# File created:        Sat-09-Mar-2024-at-11-14-49AM
# Size of lattice:     150x150
# Number of MC steps:  150
# Reduced temperature: 0.500
# Run time (s):        91.171391
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -22305.8758  0.2549 
   00001    0.6814  -33211.6196  0.2553 
   00002    0.6212  -39972.4380  0.2565 
   00003    0.5894  -45148.3553  0.2638 
   00004    0.5565  -48964.1733  0.2621 
   00005    0.5434  -51977.8005  0.2573 
   00006    0.5270  -54556.4100  0.2546 
   00007    0.5099  -56507.4140  0.2559 
   00008    0.5007  -58384.1085  0.2575 
   00009    0.4984  -59719.6042  0.2574 
   00010    0.4845  -61177.6311  0.2589 
   00011    0.4848  -62105.4498  0.2601 
   00012    0.4753  -63118.2980  0.2589 
   00013    0.4647  -64164.3992  0.2608 
   00014    0.4620  -65036.3766  0.2632 
   00015    0.4605  -65806.5173  0.2637 
   00016    0.4545  -66419.1648  0.2645 
   00017    0.4520  -67137.1245  0.2668 
   00018    0.4536  -67566.6029  0.2670 
   00019    0.4496  -67915.6457  0.2652 
   00020    0.4545  -68401.8086  0.2642 
   00021    0.4448  -68642.2141  0.2677 
   00022    0.4488  -69013.4469  0.2681 
   00023    0.4417  -69224.5063  0.2692 
   00024    0.4400  -69432.6440  0.2709 
   00025    0.4467  -69727.2775  0.2706 
   00026    0.4473  -69958.2197  0.2723 
   00027    0.4416  -70231.4845  0.2739 
   00028    0.4406  -70340.0259  0.2750 
   00029    0.4352  -70592.4245  0.2765 
   00030    0.4348  -70841.9405  0.2765 
   00031    0.4376  -70888.7986  0.2785 
   00032    0.4397  -71037.5411  0.2747 
   00033    0.4358  -71213.8440  0.2751 
   00034    0.4294  -71406.5326  0.2749 
   00035    0.4408  -71425.9683  0.2763 
   00036    0.4305  -71537.9490  0.2802 
   00037    0.4362  -71780.2759  0.2794 
   00038    0.4312  -71803.8542  0.2776 
   00039    0.4286  -71917.6564  0.2780 
   00040    0.4322  -71945.4516  0.2785 
   00041    0.4312  -71958.5060  0.2792 
   00042    0.4271  -72148.1535  0.2818 
   00043    0.4293  -72377.0877  0.2806 
   00044    0.4364  -72494.3163  0.2796 
   00045    0.4317  -72360.6860  0.2793 
   00046    0.4276  -72446.3671  0.2806 
   00047    0.4236  -72502.6359  0.2817 
   00048    0.4290  -72707.4634  0.2836 
   00049    0.4312  -72667.3885  0.2848 
   00050    0.4292  -72589.3487  0.2852 
   00051    0.4302  -72634.9654  0.2856 
   00052    0.4268  -72752.2328  0.2859 
   00053    0.4239  -72898.2978  0.2866 
   00054    0.4291  -72815.5805  0.2864 
   00055    0.4251  -72946.9070  0.2877 
   00056    0.4322  -73050.0560  0.2873 
   00057    0.4252  -73069.5587  0.2894 
   00058    0.4211  -73213.6031  0.2896 
   00059    0.4215  -73304.2653  0.2934 
   00060    0.4289  -73461.2842  0.2947 
   00061    0.4232  -73611.2761  0.2933 
   00062    0.4222  -73606.3893  0.2925 
   00063    0.4270  -73718.2210  0.2915 
   00064    0.4310  -73766.0785  0.2923 
   00065    0.4196  -73692.8775  0.2934 
   00066    0.4273  -73763.0243  0.2927 
