#=====================================================
# File created:        Mon-11-Mar-2024-at-02-36-17PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.713250
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2398.1266  0.2614 
   00001    0.6968   -3721.5325  0.2722 
   00002    0.6268   -4596.2460  0.2796 
   00003    0.5876   -5300.5897  0.2966 
   00004    0.5472   -5690.6107  0.3042 
   00005    0.5336   -5998.1513  0.2998 
   00006    0.5152   -6288.4723  0.3131 
   00007    0.5140   -6486.7033  0.3211 
   00008    0.4860   -6668.5804  0.3241 
   00009    0.4868   -6805.1716  0.3247 
   00010    0.4720   -6986.8636  0.3281 
   00011    0.4800   -7127.7450  0.3203 
   00012    0.4676   -7244.1099  0.3243 
   00013    0.4652   -7357.3909  0.3312 
   00014    0.4604   -7465.9867  0.3274 
   00015    0.4448   -7562.1750  0.3277 
   00016    0.4624   -7602.2561  0.3292 
   00017    0.4552   -7623.2817  0.3376 
   00018    0.4576   -7651.0356  0.3348 
   00019    0.4400   -7700.7148  0.3324 
   00020    0.4412   -7736.8793  0.3381 
   00021    0.4552   -7782.0987  0.3494 
   00022    0.4404   -7805.2792  0.3440 
   00023    0.4296   -7802.1646  0.3482 
   00024    0.4368   -7856.4619  0.3426 
   00025    0.4244   -7958.7544  0.3445 
   00026    0.4420   -7966.0415  0.3450 
   00027    0.4352   -7992.0760  0.3517 
   00028    0.4172   -7943.5727  0.3529 
   00029    0.4436   -7968.4897  0.3593 
   00030    0.4320   -7986.7532  0.3533 
   00031    0.4456   -8022.2752  0.3542 
   00032    0.4152   -8032.4687  0.3527 
   00033    0.4348   -8056.1322  0.3558 
   00034    0.4236   -8039.9337  0.3586 
   00035    0.4264   -8089.1280  0.3610 
   00036    0.4232   -8126.4541  0.3601 
   00037    0.4144   -8098.3159  0.3642 
   00038    0.4252   -8070.1405  0.3638 
   00039    0.4220   -8146.2105  0.3704 
   00040    0.4092   -8145.1829  0.3738 
   00041    0.4460   -8126.7636  0.3766 
   00042    0.4340   -8105.6621  0.3816 
   00043    0.4172   -8135.7213  0.3952 
   00044    0.4232   -8178.9163  0.3985 
   00045    0.4232   -8157.5678  0.4000 
   00046    0.4228   -8194.3057  0.3986 
   00047    0.4184   -8188.2431  0.4061 
   00048    0.4248   -8199.2774  0.4112 
   00049    0.4172   -8207.7543  0.4084 
   00050    0.4096   -8227.4671  0.4097 
