#=====================================================
# File created:        Sat-09-Mar-2024-at-11-30-33AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.967829
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2410.8686  0.2674 
   00001    0.6968   -3636.0282  0.2798 
   00002    0.6412   -4449.8447  0.2885 
   00003    0.5808   -5064.9169  0.2861 
   00004    0.5560   -5558.8238  0.2920 
   00005    0.5492   -5975.3818  0.3005 
   00006    0.5084   -6274.6269  0.3124 
   00007    0.5068   -6469.7591  0.3188 
   00008    0.4992   -6608.9470  0.3117 
   00009    0.4876   -6758.6424  0.3091 
   00010    0.4656   -6919.9009  0.3144 
   00011    0.4736   -7043.8155  0.3169 
   00012    0.4780   -7155.9621  0.3212 
   00013    0.4572   -7285.0072  0.3269 
   00014    0.4536   -7369.5621  0.3216 
   00015    0.4640   -7464.4429  0.3256 
   00016    0.4440   -7529.1534  0.3244 
   00017    0.4552   -7621.0038  0.3335 
   00018    0.4304   -7673.0622  0.3288 
   00019    0.4324   -7732.1763  0.3304 
   00020    0.4416   -7738.7605  0.3309 
   00021    0.4360   -7806.7410  0.3227 
   00022    0.4440   -7787.2261  0.3192 
   00023    0.4448   -7788.0064  0.3248 
   00024    0.4468   -7873.9383  0.3331 
   00025    0.4292   -7881.9439  0.3306 
   00026    0.4508   -7977.3119  0.3386 
   00027    0.4408   -7986.7501  0.3418 
   00028    0.4228   -7949.6096  0.3304 
   00029    0.4344   -7987.5882  0.3359 
   00030    0.4328   -8029.0427  0.3398 
   00031    0.4380   -8039.9861  0.3361 
   00032    0.4280   -8025.9127  0.3376 
   00033    0.4212   -8060.0529  0.3321 
   00034    0.4196   -8105.1761  0.3390 
   00035    0.4252   -8050.0097  0.3404 
   00036    0.4532   -8034.8936  0.3427 
   00037    0.4520   -8049.4776  0.3427 
   00038    0.4244   -8052.5008  0.3408 
   00039    0.4188   -8039.9036  0.3423 
   00040    0.4132   -8037.7042  0.3431 
   00041    0.4300   -8093.8618  0.3474 
   00042    0.4220   -8103.7348  0.3558 
   00043    0.4184   -8109.3049  0.3543 
   00044    0.4072   -8119.7177  0.3511 
   00045    0.4280   -8141.6435  0.3521 
   00046    0.4132   -8176.7653  0.3503 
   00047    0.4280   -8143.3151  0.3453 
   00048    0.4184   -8137.9908  0.3401 
   00049    0.4316   -8133.6689  0.3406 
   00050    0.4116   -8187.3814  0.3367 
